Movie_name,Adult,GenreList,Budget,Popularity,VoteAvg,VoteCount,Overview,Tagline,Revenue,ReleaseDate,Runtime,OriginalLanguage
,,,,,,,,,,,,
The Blue Lagoon,FALSE,"['Romance', 'Adventure', 'Drama']",4500000,28.623,6.2,1274,"Two small children and a ship's cook survive a shipwreck and find safety on an idyllic tropical island. Soon, however, the cook dies and the young boy and girl are left on their own. Days become years and Emmeline and Richard make a home for themselves surrounded by exotic creatures and nature's beauty. But will they ever see civilization again?",A sensuous story of natural love.,58853106,7/5/1980,104,en
,,,,,,,,,,,,
Once Upon a Time in Venice,FALSE,"['Action', 'Comedy', 'Thriller', 'Mystery']",0,28.613,5.2,433,"Steve Ford is a private detective in Venice Beach, Calif., who's good with the ladies, bad with the punches and wild about his dog Buddy. When local thugs steal Buddy, Ford turns to Spyder, their devious leader, and forges an unlikely alliance. With help from his best friend, Steve pulls out the big guns to retrieve Spyder's stolen cash and cocaine and save Buddy.",Never mess with a man's dog,855888,6/8/2017,94,en
,,,,,,,,,,,,
Halloween,FALSE,['Horror'],15000000,28.611,6.2,1495,"After being committed for 17 years, Michael Myers, now a grown man and still very dangerous, escapes from the mental institution (where he was committed as a 10 year old) and he immediately returns to Haddonfield, where he wants to find his baby sister, Laurie. Anyone who crosses his path is in mortal danger",Evil has a destiny.,80253908,8/31/2007,109,en
,,,,,,,,,,,,
It's a Wonderful Life,FALSE,"['Drama', 'Family', 'Fantasy']",3180000,28.583,8.2,2854,"A holiday favourite for generations...  George Bailey has spent his entire life giving to the people of Bedford Falls.  All that prevents rich skinflint Mr. Potter from taking over the entire town is George's modest building and loan company.  But on Christmas Eve the business's $8,000 is lost and George's troubles begin.",It's a wonderful laugh! It's a wonderful love!,9644124,12/20/1946,130,en
,,,,,,,,,,,,
The Hunt for Red October,FALSE,"['Action', 'Adventure', 'Thriller']",30000000,28.571,7.4,2194,"Based on Tom Clancy's bestseller, directed by John McTiernan (Die Hard) and starring Sean Connery and Alec Baldwin, The Hunt For Red October seethes with high-tech excitement and sweats with the tension of men who hold Doomsday in their hands. A new technologically-superior Soviet nuclear sub, the Red October, is heading for the U.S. coast under the command of Captain Marko Ramius (Connery). The American government thinks Ramius is planning to attack. A lone CIA analyst (Baldwin) has a different idea: he thinks Ramius is planning to defect, but he has only a few hours to find him and prove it - because the entire Russian naval and air commands are trying to find him, too. The hunt is on!",Invisible. Silent. Stolen.,200512643,3/2/1990,135,en
,,,,,,,,,,,,
The Chronicles of Narnia: The Voyage of the Dawn Treader,FALSE,"['Adventure', 'Family', 'Fantasy']",155000000,28.558,6.4,4274,"This time around Edmund and Lucy Pevensie, along with their pesky cousin Eustace Scrubb find themselves swallowed into a painting and on to a fantastic Narnian ship headed for the very edges of the world.",Return to magic. Return to hope. Return to Narnia.,415686217,12/2/2010,113,en
,,,,,,,,,,,,
Barbie in A Mermaid Tale 2,FALSE,"['Animation', 'Family']",0,28.54,6.8,251,"Surf's up for Barbie as she returns as Merliah, the fun and fashionable surfing champion who's also a magical mermaid princess! In this exciting sea-quel, Merliah makes a splash when she heads to Australia for the ultimate surfing competition. When the evil mermaid Eris escapes from her whirlpool with plans to take over the throne of Oceana, Merliah and her sea friends dive in to stop her. It's a fresh new adventure where Merliah learns that anything is possible and she really can have the best of both worlds!",,15489307,2/22/2012,74,en
,,,,,,,,,,,,
Undisputed,FALSE,"['Action', 'Adventure', 'Drama', 'Thriller']",20000000,28.54,6.5,430,"Monroe Hutchens is the heavyweight champion of Sweetwater, a maximum security prison. He was convicted to a life sentence due to a passionate crime. Iceman Chambers is the heavyweight champion, who lost his title due to a rape conviction to ten years in Sweetwater. WHen these two giants collide in the same prison, they fight against each other disputing who is the real champion.",Two Enemies ... The Mob ... The Ultimate Showdown.,14946150,7/17/2002,96,en
,,,,,,,,,,,,
Mr. Peabody & Sherman,FALSE,"['Animation', 'Adventure', 'Family']",145000000,28.539,6.7,1800,"A young boy and his dog, who happens to have a genius-level IQ, spring into action when their time-machine is stolen and moments in history begin to be changed.",He's Leaving His Mark On History,272912430,2/7/2014,92,en
,,,,,,,,,,,,
Scooby-Doo! and the Cyber Chase,FALSE,"['Animation', 'Comedy', 'Family', 'Mystery', 'Science Fiction', 'Adventure']",0,28.539,7.2,305,"When Scooby and the gang get trapped in a video game created for them, they must fight against the 'Phantom Virus.' To escape the game they must go level by level and defeat the game once and for all.",,0,10/9/2001,75,en
,,,,,,,,,,,,
The Prestige,FALSE,"['Drama', 'Mystery', 'Thriller']",40000000,28.526,8.2,11448,"A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.",Are You Watching Closely?,109676311,10/19/2006,130,en
,,,,,,,,,,,,
10.0 Earthquake,FALSE,"['Drama', 'Adventure', 'Action']",0,28.499,4.8,75,"Los Angeles is about to be hit by a devastating earthquake, and time is running out to save the city from imminent danger.",The end is near.,0,10/15/2014,88,en
,,,,,,,,,,,,
The Hunchback of Notre Dame II,FALSE,"['Animation', 'Family', 'Comedy']",0,28.488,5.4,575,"Now that Frollo is gone, Quasimodo rings the bell with the help of his new friend and Esmeralda's and Phoebus' little son, Zephyr. But when Quasi stops by a traveling circus owned by evil magician Sarousch, he falls for Madellaine, Sarouch's assistant.",Miracles Do Happen and True Love Can Come True,0,2/5/2002,68,en
,,,,,,,,,,,,
Planet Hulk,FALSE,"['Animation', 'Action', 'Science Fiction']",0,28.482,6.9,322,"When the Hulk becomes too dangerous for the Earth, the Illuminati trick Hulk into a shuttle and launch him into space to a planet where the Hulk can live in peace. Unfortunately, the Hulk's struggle to escape makes a malfunction in the shuttle causing Hulk to land on the planet Sakaar where he is sold into slavery and trained as a gladiator.",Will he save their world... or destroy it?,7000000,2/2/2010,81,en
,,,,,,,,,,,,
Lethal Weapon 4,FALSE,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",140000000,28.473,6.6,1785,"In the combustible action franchise's final installment, maverick detectives Martin Riggs and Roger Murtaugh square off against Asian mobster Wah Sing Ku, who's up to his neck in slave trading and counterfeit currency. With help from gumshoe Leo Getz and smart-aleck rookie cop Lee Butters, Riggs and Murtaugh aim to take down Ku and his gang.",The faces you love. The action you expect.,285444603,7/10/1998,127,en
,,,,,,,,,,,,
西遊記之大鬧天宮,FALSE,"['Action', 'Adventure', 'Family']",82000000,28.462,5.2,122,"Sun Wukong is a monkey born from a heavenly stone who acquires supernatural powers. After rebelling against heaven and being imprisoned under a mountain for 500 years, he later accompanies the monk Xuanzang on a journey to India. Thus, according to legend, Buddhism is brought to ancient China.",Havoc in Heaven,0,1/9/2014,119,zh
,,,,,,,,,,,,
Friday the 13th Part 2,FALSE,"['Horror', 'Thriller']",1250000,28.456,6.1,1000,"Five years after the horrible bloodbath at Camp Crystal Lake, it seems Jason Voorhees and his demented mother are in the past. Paul opens up a new camp close to the infamous site, ignoring warnings to stay away, and a sexually-charged group of counselors follow -- including child psychologist major Ginny. But Jason has been hiding out all this time, and now he's ready for revenge.",The body count continues...,21722776,5/1/1981,87,en
,,,,,,,,,,,,
映画ドラえもん のび太と銀河超特急,FALSE,['Animation'],0,28.453,7.6,25,Doraemon went missing for 3 days. But it turns out later that he went to the 22nd century to buy a mystery galactic express train ticket whose destination is a secret until the passengers arrive there and see for themselves.,,0,3/2/1996,97,ja
,,,,,,,,,,,,
The Intruder,FALSE,['Thriller'],0,28.449,6.2,318,A psychological thriller about a young married couple who buys a beautiful Napa Valley house on several acres of land only to find that the man they bought it from refuses to let go of the property.,Your House. His Home.,25724305,5/3/2019,102,en
,,,,,,,,,,,,
The Wrong Mommy,FALSE,['Thriller'],0,28.446,6.7,16,"After receiving a promotion and more responsibility at work, Melanie decides to hire Phoebe as her personal assistant. Smart and cunning, Phoebe has an ulterior motive for taking the job and a twisted plan for revenge involving Melanie's mother.",,0,7/19/2019,86,en
,,,,,,,,,,,,
Paddington 2,FALSE,"['Adventure', 'Comedy', 'Family']",40000000,28.425,7.5,1404,"Paddington, now happily settled with the Browns, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy, but it is stolen.",It takes a bear to catch a thief,227300000,11/9/2017,104,en
,,,,,,,,,,,,
Clueless,FALSE,"['Comedy', 'Romance']",12000000,28.423,7.3,2950,"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other. Emboldened by her success, she decides to give hopelessly klutzy new student Tai a makeover. When Tai becomes more popular than she is, Cher realizes that her disapproving ex-stepbrother was right about how misguided she was -- and falls for him.",Sex. Clothes. Popularity. Is there a problem here?,56631572,7/19/1995,97,en
,,,,,,,,,,,,
Michael Jackson: The Life of an Icon,FALSE,['Documentary'],0,28.414,7.7,89,"See Michael Jackson, one of the most recognizable and popular entertainers of all time, like never before in the feature-length tribute Michael Jackson: The Life of an Icon. Known to millions of fans worldwide for his record-breaking albums, groundbreaking music videos, mesmerizing dance moves and humanitarian efforts, his true story has never really been told...until now. This unprecedented look into the King of Pop's fascinating life includes all-new interviews with his mother Katherine Jackson as well as siblings Tito and Rebbie Jackson, family, friends and music legends such as Smokey Robinson, Dionne Warwick and many more.",,0,6/6/2011,149,en
,,,,,,,,,,,,
Equity,FALSE,['Drama'],0,28.408,5.7,74,"Senior investment banker Naomi Bishop’s world of high-power big money is brutal and fierce, and one she thrives in. When a controversial IPO threatens the fragile balance of power and confidentiality, Naomi finds herself entangled in a web of politics and deception.","On Wall Street, all players are not created equal",1605463,7/29/2016,100,en
,,,,,,,,,,,,
The Truman Show,FALSE,"['Comedy', 'Drama']",60000000,28.405,8.1,12895,"Truman Burbank is the star of The Truman Show, a 24-hour-a-day reality TV show that broadcasts every aspect of his life without his knowledge. His entire life has been an unending soap opera for consumption by the rest of the world. And everyone he knows, including his wife and his best friend is really an actor, paid to be part of his life.",The World is Watching,264118201,6/4/1998,103,en
,,,,,,,,,,,,
Sand Castle,FALSE,"['Action', 'Drama', 'War']",0,28.391,6.5,533,"Set during the occupation of Iraq, a squad of U.S. soldiers try to protect a small village.",Home is a war away,0,4/21/2017,113,en
,,,,,,,,,,,,
Hard Target 2,FALSE,"['Action', 'Thriller']",0,28.387,6,131,"Forced into a deadly cat-and-mouse game, a disgraced mixed martial arts fighter is hunted through the jungles of Southeast Asia.",It's hunting season again...,0,7/14/2016,104,en
,,,,,,,,,,,,
The Only Living Boy in New York,FALSE,['Drama'],0,28.375,6.3,198,"When a young man learns that his overbearing father is having an affair, he tries to stop it, only to be seduced by the older woman as well.",,2550321,7/27/2017,88,en
,,,,,,,,,,,,
The Taking of Deborah Logan,FALSE,"['Horror', 'Mystery', 'Thriller']",0,28.367,6.3,736,"What starts as a poignant medical documentary about Deborah Logan's descent into Alzheimer's disease and her daughter's struggles as caregiver degenerates into a maddening portrayal of dementia at its most frightening, as hair-raising events begin to plague the family and crew and an unspeakable malevolence threatens to tear the very fabric of sanity from them all.",Evil lives within you,0,10/21/2014,90,en
,,,,,,,,,,,,
Rush Hour 3,FALSE,"['Action', 'Comedy', 'Crime']",140000000,28.354,6.4,2111,"After a botched assassination attempt, the mismatched duo finds themselves in Paris, struggling to retrieve a precious list of names, as the murderous crime syndicate's henchmen try their best to stop them. Once more, Lee and Carter must fight their way through dangerous gangsters; however, this time, the past has come back to haunt Lee. Will the boys get the job done once and for all?",The Rush Is On!,258022233,8/8/2007,91,en
,,,,,,,,,,,,
Step Up,FALSE,"['Music', 'Drama', 'Romance', 'Crime']",12000000,28.349,6.9,3011,"Everyone deserves a chance to follow their dreams, but some people only get one shot. Tyler Gage is a rebel from the wrong side of Baltimore's tracks and the only thing that stands between him and an unfulfilled life are his dreams of one day making it out of there. Nora is a privileged ballet dancer attending Baltimore's ultra-elite Maryland School of the Arts",Every Second Chance Begins With a First Step,114194847,8/11/2006,104,en
,,,,,,,,,,,,
Unbreakable,FALSE,"['Thriller', 'Drama', 'Mystery']",75000000,28.345,7.1,6917,"An ordinary man makes an extraordinary discovery when a train accident leaves his fellow passengers dead — and him unscathed. The answer to this mystery could lie with the mysterious Elijah Price, a man who suffers from a disease that renders his bones as fragile as glass.",Some things are only revealed by accident,248118121,11/22/2000,106,en
,,,,,,,,,,,,
Folklore: The Long Pond Studio Sessions,FALSE,"['Music', 'Documentary']",0,28.341,8.6,40,"An intimate concert film, in which Taylor Swift performs each song from her album 'folklore' in order, as she reveals the meaning and the stories behind all 17 tracks for the very first time.",,0,11/25/2020,106,en
,,,,,,,,,,,,
文豪ストレイドッグス DEAD APPLE,FALSE,"['Animation', 'Action', 'Comedy', 'Mystery', 'Crime', 'Fantasy']",0,28.333,8.3,69,"A large scale catastrophe is occurring across the planet. Ability users are discovered after the appearance of a mysterious fog, apparently having committed suicide, so the Armed Detective Agency sets out to investigate these mysterious deaths. The case seems to involve an unknown ability user referred to as ""Collector,"" a man who could be the mastermind behind the incident. Trust and courage are put to the test in order to save the city of Yokohama and ability users across the world from the grip of Collector where the Armed Detective Agency forms an unlikely partnership with the dangerous Port Mafia.",,0,3/3/2018,90,ja
,,,,,,,,,,,,
Dreamcatcher,FALSE,"['Drama', 'Horror', 'Science Fiction', 'Thriller']",68000000,28.333,5.5,1264,"Four boyhood pals perform a heroic act and are changed by the powers they gain in return. Years later, on a hunting trip in the Maine woods, they're overtaken by a vicious blizzard that harbors an ominous presence. Challenged to stop an alien force, the friends must first prevent the slaughter of innocent civilians by a military vigilante ... and then overcome a threat to the bond that unites the four of them.",A circle of friendship. A web of mystery. A pattern of fear.,75700000,3/21/2003,136,en
,,,,,,,,,,,,
El hubiera sí existe,FALSE,"['Comedy', 'Romance', 'Fantasy', 'Drama']",0,28.332,7.9,59,"Elisa is an old-fashioned girl who receives the visit of her future self, who advises her to take the risk  and invite Carlos, his best friend, on a date. She has always been attracted to him.",,0,12/25/2019,96,es
,,,,,,,,,,,,
A Good Day to Die Hard,FALSE,"['Action', 'Thriller']",92000000,28.332,5.3,5145,"Iconoclastic, take-no-prisoners cop John McClane, finds himself for the first time on foreign soil after traveling to Moscow to help his wayward son Jack - unaware that Jack is really a highly-trained CIA operative out to stop a nuclear weapons heist. With the Russian underworld in pursuit, and battling a countdown to war, the two McClanes discover that their opposing methods make them unstoppable heroes.",Yippee Ki-Yay Mother Russia,304654182,2/6/2013,98,en
,,,,,,,,,,,,
劇場版 ポケットモンスター ミュウツーの逆襲 EVOLUTION,FALSE,"['Animation', 'Adventure', 'Fantasy', 'Action', 'Family']",0,28.324,6.8,293,"After accepting an invitation from a mysterious trainer, Ash, Misty and Brock meet Mewtwo, an artificially created Pokémon who wants to do battle.",The legend returns...,26654184,7/12/2019,98,ja
,,,,,,,,,,,,
Sex School: Final Exams,FALSE,[],0,28.319,5.2,10,"We’ve come to the end of another sexy semester at Camella Swales U, and it’s time for these ladies to cram for the final exam.  Join us on a candid campus tour and visit the voluptuous valedictorians, hot and horny honor students, and unabashed undergrads who make up our student body.  Headmistress Jackie presents her Dean’s list, featuring only those ladies with the highest GPA (Girly Poontang Appreciation) score.  And believe us, she grades on a curve.  So catch all the action as these dynamos in d-cups spread more than their wings and sexplore new horizons as they go all the way down on higher education.",,0,8/1/2018,101,en
,,,,,,,,,,,,
Kicks,FALSE,['Adventure'],0,28.319,6.6,95,"When his hard-earned kicks get snatched by a local hood, fifteen-year old Brandon and his two best friends go on an ill-advised mission across the Bay Area to retrieve the stolen sneakers.",They aren't just shoes,0,9/9/2016,80,en
,,,,,,,,,,,,
Blade: Trinity,FALSE,"['Action', 'Horror', 'Fantasy']",65000000,28.313,5.9,2795,"For years, Blade has fought against the vampires in the cover of the night. But now, after falling into the crosshairs of the FBI, he is forced out into the daylight, where he is driven to join forces with a clan of human vampire hunters he never knew existed—The Nightstalkers. Together with Abigail and Hannibal, two deftly trained Nightstalkers, Blade follows a trail of blood to the ancient creature that is also hunting him—the original vampire, Dracula.",The final hunt begins.,128905366,12/8/2004,123,en
,,,,,,,,,,,,
Sex Drive,FALSE,"['Comedy', 'Adventure', 'Romance']",19000000,28.31,6.3,871,A high school senior drives cross-country with his best friends to hook up with a babe he met online.,He's leaving virgin territory,18755936,10/16/2008,109,en
,,,,,,,,,,,,
The United States vs. Billie Holiday,FALSE,"['Music', 'Drama', 'History']",0,28.306,0,0,"Billie Holiday spent much of her career being adored by fans. In the 1940's, the government targeted Holiday in a growing effort to racialize the war on drugs, ultimately aiming to stop her from singing her controversial ballad, ""Strange Fruit.""",Her voice would not be silenced.,0,4/1/2021,131,en
,,,,,,,,,,,,
Hostel,FALSE,['Horror'],4800000,28.292,5.9,2540,"Three backpackers head to a Slovakian city that promises to meet their hedonistic expectations, with no idea of the hell that awaits them.",Welcome To Your Worst Nightmare,81979826,1/6/2006,94,en
,,,,,,,,,,,,
Life,FALSE,"['Horror', 'Science Fiction', 'Thriller']",58000000,28.291,6.4,5537,"The six-member crew of the International Space Station is tasked with studying a sample from Mars that may be the first proof of extra-terrestrial life, which proves more intelligent than ever expected.",Be careful what you search for,100541806,3/22/2017,104,en
,,,,,,,,,,,,
The Exorcist III,FALSE,"['Horror', 'Mystery']",0,28.287,6.2,406,"Set fifteen years after the original film, The Exorcist III centers around the philosophical Lieutenant William F. Kinderman who is investigating a baffling series of murders around Georgetown that all contain the hallmarks of The Gemini, a deceased serial killer. It eventually leads him to a catatonic patient in a psychiatric hospital who has recently started to speak, claiming he is the The Gemini and detailing the murders, but bears a striking resemblance to Father Damien Karras.",Do you dare walk these steps again?,0,8/17/1990,110,en
,,,,,,,,,,,,
Freddy's Dead: The Final Nightmare,FALSE,"['Horror', 'Thriller', 'Comedy']",11000000,28.283,5.3,825,"Just when you thought it was safe to sleep, Freddy Krueger returns in this sixth installment of the Nightmare on Elm Street films, as psychologist Maggie Burroughs, tormented by recurring nightmares, meets a patient with the same horrific dreams. Their quest for answers leads to a certain house on Elm Street -- where the nightmares become reality.",They saved the best for last.,34872033,9/5/1991,89,en
,,,,,,,,,,,,
God's Not Dead 2,FALSE,['Drama'],5000000,28.268,6,286,"When a high school teacher is asked a question in class about Jesus, her reasoned response lands her in deep trouble and could expel God from the public square once and for all.",,23507567,4/1/2016,121,en
,,,,,,,,,,,,
Speed,FALSE,"['Action', 'Adventure', 'Crime']",30000000,28.263,7,4237,"Los Angeles SWAT cop Jack Traven is up against bomb expert Howard Payne, who's after major ransom money. First it's a rigged elevator in a very tall building. Then it's a rigged bus--if it slows, it will blow, bad enough any day, but a nightmare in LA traffic. And that's still not the end.",Get ready for rush hour,350448145,6/9/1994,116,en
,,,,,,,,,,,,
Spy Kids: All the Time in the World,FALSE,"['Family', 'Comedy', 'Action']",27000000,28.256,4.8,703,"Eight years after the third film, the OSS has become the world's top spy agency, while the Spy Kids department has since become defunct. A retired spy Marissa is thrown back into the action along with her stepchildren when a maniacal Timekeeper attempts to take over the world. In order to save the world, Rebecca and Cecil must team up with their hated stepmother. Carmen and Juni have since also grown up and will provide gadgets to them.",,85564310,8/18/2011,89,en
,,,,,,,,,,,,
Danse en trois temps,FALSE,[],0,28.255,0,0,,,0,3/19/2021,0,fr
,,,,,,,,,,,,
The Dissident,FALSE,['Documentary'],0,28.228,7.9,18,"When Washington Post journalist Jamal Khashoggi disappears after entering Saudi Arabia’s consulate in Istanbul, his fiancée and dissidents around the world are left to piece together the clues to a brutal murder and expose a global cover up perpetrated by the very country he loved.",The untold story of the murder that shook the world.,57000,12/25/2020,119,en
,,,,,,,,,,,,
Superfast!,FALSE,"['Action', 'Comedy']",20000000,28.226,4.9,253,"Undercover cop Lucas White joins Vin Serento's LA gang of illegal street racers. They are fast and they are furious and they plan to double cross LA crime kingpin Juan Carlos de la Sol who hides his cash in a downtown Taco Bell. The gang's outrageous plan is as daring as it is ridiculous and will see them towing the whole damn restaurant, at crazy speeds.",They're going nowhere... fast.,0,3/5/2015,99,en
,,,,,,,,,,,,
The 15:17 to Paris,FALSE,"['History', 'Drama', 'Thriller']",30000000,28.218,5.4,1226,"In August 2015, an ISIS terrorist boarded train #9364 from Brussels to Paris. Armed with an AK-47 and enough ammo to kill more than 500 people, the terrorist might have succeeded except for three American friends who refused to give in to fear. One was a college student, one was a martial arts enthusiast and airman first class in the U.S. Air Force, and the other was a member of the Oregon National Guard, and all three pals proved fearless as they charged and ultimately overpowered the gunman after he emerged from a bathroom armed and ready to kill.",In the face of fear ordinary people can do the extraordinary,57076286,2/2/2018,94,en
,,,,,,,,,,,,
Free Willy 2: The Adventure Home,FALSE,"['Family', 'Adventure', 'Drama']",0,28.199,5.9,400,Jesse becomes reunited with Willy three years after the whale's jump to freedom as the teenager tries to rescue the killer whale and other orcas from an oil spill.,The adventure is back. The fun is back. Willy's back. And this time he's brought his whole family to meet an old friend ... and take on a new challenge.,0,7/19/1995,95,en
,,,,,,,,,,,,
Pixie Hollow Games,FALSE,"['Animation', 'Family']",0,28.194,6.7,184,"Rosetta and new arrival Chloe band together to try to break the garden fairies' legendary losing streak in the Pixie Hollow Games, a sports spectacle filled with pixie pageantry, fantastic fairy events and hilarious surprises.",,0,12/24/2011,23,en
,,,,,,,,,,,,
Walking Out,FALSE,"['Adventure', 'Drama', 'Thriller']",0,28.186,5.7,101,"A city teen travels to Montana to go hunting with his estranged father, only for the strained trip to become a battle for survival when they encounter a grizzly bear.",Survival Runs In Their Blood,0,1/21/2017,96,en
,,,,,,,,,,,,
A Nightmare on Elm Street,FALSE,"['Horror', 'Mystery', 'Thriller']",35000000,28.184,5.5,1938,The film that brings back horror icon Freddy Krueger as a darker and more sinister character than ever before. While Freddy is on the prowl a group of teenagers being stalked soon learn they all have a common factor making them targets for this twisted killer.,Never Sleep Again.,115664037,4/30/2010,95,en
,,,,,,,,,,,,
A Christmas Carol,FALSE,"['Animation', 'Family', 'Drama', 'Fantasy']",200000000,28.171,6.8,3375,"Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence, what opportunities he wasted in his youth, his current cruelties, and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness, and must decide what his own future will hold: death or redemption.",Season's Greedings,325286646,11/4/2009,94,en
,,,,,,,,,,,,
Fireproof,FALSE,"['Drama', 'Romance']",500000,28.171,7.3,371,"In Albany, the marriage of Caleb and Catherine Holt is in crisis and they decide to divorce. However, Caleb's father, John, proposes that his son delays their separation process for forty days and follow a procedure called ""The Love Dare"" to make them love each other again.",Never Leave Your Partner Behind.,33456317,9/26/2008,122,en
,,,,,,,,,,,,
劇場版 艦これ,FALSE,"['Animation', 'Science Fiction', 'War', 'Action']",0,28.164,4.6,12,"The staff at the ""Dai-Ni-Kai 'KanColle' Kankanshiki"" event in Yokohama in August 2015 announced that the Kantai Collection franchise will get an anime film in 2016. The event screened footage that features the Kan-musume characters Fubuki, Mutsuki, Yuudachi, Akagi and Kaga, Hiryuu Kaini and Souryuu Kaini, the four Kongou sisters (Kaini), Kitakami and Ooi, Choukai Kaini, Yuubari, Mutsu and Nagato, Kako Kaini and Furutaka Kaini, Zuikaku and Shoukaku, Shimakaze, Kuma, and Ouyodo.",,0,11/26/2016,93,ja
,,,,,,,,,,,,
A Simple Favor,FALSE,"['Crime', 'Comedy', 'Mystery', 'Drama', 'Thriller']",20000000,28.158,6.6,3072,"Stephanie, a dedicated mother and popular vlogger, befriends Emily, a mysterious upper-class woman whose son Nicky attends the same school as Miles, Stephanie's son. When Emily asks her to pick Nicky up from school and then disappears, Stephanie undertakes an investigation that will dive deep into Emily's cloudy past.",Can you keep a secret?,97644617,8/29/2018,117,en
,,,,,,,,,,,,
Madly Madagascar,FALSE,"['Animation', 'Comedy', 'Family']",0,28.152,6.2,117,"Your favorite Madagascar pals are back in an all-new adventure! Alex's favorite holiday, Valentine's Day, brings hilarious surprises and excitement for the entire gang. Melman plans a big surprise for Gloria, Marty tries to impress a new friend and everyone wants to get their hands on King Julien's love potion. You'll fall in LOVE with Madly Madagascar!",All New Adventure,0,1/29/2013,22,en
,,,,,,,,,,,,
365 dni,FALSE,"['Drama', 'Romance']",0,28.146,7.1,5515,"A woman falls victim to a dominant mafia boss, who imprisons her and gives her one year to fall in love with him.",,9458590,2/7/2020,116,pl
,,,,,,,,,,,,
Death Race 2,FALSE,"['Action', 'Thriller', 'Science Fiction']",7000000,28.145,5.7,773,"In the world's most dangerous prison, a new game is born: Death Race. The rules of this adrenaline-fueled blood sport are simple, drive or die. When repentant convict Carl Lucas discovers there's a price on his head, his only hope is to survive a twisted race against an army of hardened criminals and tricked-out cars.","10 killer drivers, 20,000 rounds of ammo. 1 survivor.",0,11/12/2010,100,en
,,,,,,,,,,,,
Lady and the Tramp II: Scamp's Adventure,FALSE,"['Family', 'Animation', 'Romance', 'Adventure']",0,28.14,6.4,954,"Lady and Tramp's mischievous pup, Scamp, gets fed up with rules and restrictions imposed on him by life in a family, and longs for a wild and free lifestyle. He runs away from home and into the streets where he joins a pack of stray dogs known as the ""Junkyard Dogs."" Buster, the pack's leader, takes an instant disliking to the ""house-dog"" and considers him a rival. Angel, a junkyard pup Scamp's age, longs for the safety and comfort of life in a family and the two become instant companions. Will Scamp choose the wild and free life of a stray or the unconditional love of his family?",,0,2/18/2001,69,en
,,,,,,,,,,,,
The Lovely Bones,FALSE,"['Fantasy', 'Drama']",65000000,28.127,7,3306,"After being brutally murdered, 14-year-old Susie Salmon watches from heaven over her grief-stricken family -- and her killer. As she observes their daily lives, she must balance her thirst for revenge with her desire for her family to heal.",The story of a life and everything that came after...,93621340,2/19/2009,136,en
,,,,,,,,,,,,
Crazy Rich Asians,FALSE,"['Comedy', 'Drama', 'Romance']",30000000,28.123,7.1,2557,"An American-born Chinese economics professor accompanies her boyfriend to Singapore for his best friend's wedding, only to get thrust into the lives of Asia's rich and famous.",The only thing crazier than love is family.,237994561,8/15/2018,121,en
,,,,,,,,,,,,
Migas de pan,FALSE,['Drama'],0,28.118,6,6,"When Liliana decides to return to Uruguay she will have to face up to a new dilemma, perhaps the last great dilemma of her life: To choose between supporting a collective case for female prisoners, raped during the time of the dictatorship, or to reconcile with her son and be able to live peacefully as a mother and a grandmother.",,0,8/14/2016,0,es
,,,,,,,,,,,,
Hostel: Part III,FALSE,['Horror'],6000000,28.108,5.1,753,"Set in Las Vegas, the film centers on a man who attends his best friend's bachelor party, unaware of an insidious agenda that plays into hunting humans.",Do you feel lucky?,0,12/27/2011,88,en
,,,,,,,,,,,,
The Last Samurai,FALSE,"['Drama', 'Action', 'War', 'History']",140000000,28.101,7.5,4892,"Nathan Algren is an American hired to instruct the Japanese army in the ways of modern warfare, which finds him learning to respect the samurai and the honorable principles that rule them. Pressed to destroy the samurai's way of life in the name of modernization and open trade, Algren decides to become an ultimate warrior himself and to fight for their right to exist.","In the face of an enemy, in the heart of one man, lies the soul of a warrior.",456758981,1/9/2003,154,en
,,,,,,,,,,,,
Barbie Presents: Thumbelina,FALSE,"['Animation', 'Family']",0,28.098,6.4,325,"Meet a tiny girl named Thumbelina who lives in harmony with nature in the magical world of the Twillerbees that's hidden among the wildflowers. At the whim of a spoiled young girl named Makena, Thumbelina and her two friends have their patch of wildflowers uprooted and are transported to a lavish apartment in the city.",,0,2/24/2009,75,en
,,,,,,,,,,,,
Happy Death Day 2U,FALSE,"['Comedy', 'Horror', 'Science Fiction']",9000000,28.097,6.3,2328,"Collegian Tree Gelbman wakes up in horror to learn that she's stuck in a parallel universe. Her boyfriend Carter is now with someone else, and her friends and fellow students seem to be completely different versions of themselves. When Tree discovers that Carter's roommate has been altering time, she finds herself once again the target of a masked killer. When the psychopath starts to go after her inner circle, Tree soon realizes that she must die over and over again to save everyone.",Death makes a killer comeback.,25327500,2/13/2019,100,en
,,,,,,,,,,,,
