Movie_name,Adult,GenreList,Budget,Popularity,VoteAvg,VoteCount,Overview,Tagline,Revenue,ReleaseDate,Runtime,OriginalLanguage
,,,,,,,,,,,,
Hard Night Falling,FALSE,"['Thriller', 'Action']",0,62.401,6.3,29,"Goro, a criminal mastermind, plot to steal a massive cache of gold from the Rossini family. Unbeknownst to Goro and his soldiers of fortune, one of Rossini's guest is a highly trained foreign operative who fights to not only save the hostages and the gold, but his imperiled family.",,0,12/10/2019,86,en
,,,,,,,,,,,,
"Strip Down, Rise Up",FALSE,['Documentary'],0,62.39,6.9,12,"The feature documentary follows women of all walks of life, all ages and ethnic backgrounds, as they shed trauma, body image shame, sexual abuse and other issues locked in their bodies, and embark on a journey to reclaim themselves. The film also gives a rare window into the world of Pole artistry and expression.",,0,2/5/2021,112,en
,,,,,,,,,,,,
Porno & Libertà,FALSE,['Documentary'],0,62.379,5.1,50,"Italy, 1970. An increasing legion of harmless warriors begins a peaceful struggle for sexual freedom through pornography, shaking and shocking religious authorities and conservative political institutions. They are ironic, happy, crazy. They are dreamers, defenders of definitive communion between body and soul. But they were censored and humiliated. They were mistreated and arrested for demanding loud a new cultural renaissance.",,0,6/24/2016,79,it
,,,,,,,,,,,,
Kingsman: The Golden Circle,FALSE,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",104000000,62.317,7,7520,"When an attack on the Kingsman headquarters takes place and a new villain rises, Eggsy and Merlin are forced to work together with the American agency known as the Statesman to save the world.",Reports of my death have been greatly exaggerated.,410902662,9/20/2017,141,en
,,,,,,,,,,,,
Pirates of the Caribbean: At World's End,FALSE,"['Adventure', 'Fantasy', 'Action']",300000000,62.297,7.2,10724,"Captain Barbossa, long believed to be dead, has come back to life and is headed to the edge of the Earth with Will Turner and Elizabeth Swann. But nothing is quite as it seems.","At the end of the world, the adventure begins.",961000000,5/19/2007,169,en
,,,,,,,,,,,,
Kidnapping Stella,FALSE,['Thriller'],0,62.272,5.2,295,"Snatched off the street and held for ransom, a bound and gagged woman uses her limited powers to derail her two masked abductors' carefully laid plans.","Snatched off the street and held for ransom, a bound and gagged woman uses her limited powers to derail her two masked abductors' carefully laid plans.",0,6/29/2019,89,de
,,,,,,,,,,,,
One Hundred and One Dalmatians,FALSE,"['Adventure', 'Animation', 'Comedy', 'Family']",4000000,62.049,7.1,4688,"When a litter of dalmatian puppies are abducted by the minions of Cruella De Vil, the parents must find them before she uses them for a diabolical fashion statement. In a Disney animation classic, Dalmatian Pongo is tired of his bachelor-dog life. He spies lovely Perdita and maneuvers his master, Roger, into meeting Perdita's owner, Anita. The owners fall in love and marry, keeping Pongo and Perdita together too. After Perdita gives birth to a litter of 15 puppies, Anita's old school friend Cruella De Vil wants to buy them all. Roger declines her offer, so Cruella hires the criminal Badun brothers to steal them -- so she can have a fur coat.",The Canine Caper of the Century,215880014,1/25/1961,79,en
,,,,,,,,,,,,
101 Dalmatians II: Patch's London Adventure,FALSE,"['Family', 'Adventure', 'Comedy', 'Animation']",0,61.977,6,844,"Being one of 101 takes its toll on Patch, who doesn't feel unique. When he's accidentally left behind on moving day, he meets his idol, Thunderbolt, who enlists him on a publicity campaign.",A new hero unleashed.,0,3/2/2003,74,en
,,,,,,,,,,,,
리벤져,FALSE,['Action'],0,61.967,5.4,82,"Hell-bent on avenging the murder of his family, a former detective infiltrates a remote island that serves as a prison for vicious death row criminals.",,0,12/6/2018,102,ko
,,,,,,,,,,,,
The Girl on the Train,FALSE,"['Crime', 'Drama', 'Mystery', 'Thriller']",45000000,61.957,6.4,4529,"Rachel Watson, devastated by her recent divorce, spends her daily commute fantasizing about the seemingly perfect couple who live in a house that her train passes every day, until one morning she sees something shocking happen there and becomes entangled in the mystery that unfolds.",What you see can hurt you.,173185859,10/5/2016,112,en
,,,,,,,,,,,,
The Half of It,FALSE,"['Comedy', 'Romance']",0,61.91,7.2,977,"Shy, straight-A student Ellie is hired by sweet but inarticulate jock Paul, who needs help wooing the most popular girl in school. But their new and unlikely friendship gets tricky when Ellie discovers she has feelings for the same girl.",A different kind of love story.,0,5/1/2020,104,en
,,,,,,,,,,,,
Ant-Man,FALSE,"['Science Fiction', 'Action', 'Adventure']",130000000,61.833,7.1,15227,"Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.",Heroes don't get any bigger.,519311965,7/14/2015,117,en
,,,,,,,,,,,,
The Amazing Spider-Man 2,FALSE,"['Action', 'Adventure', 'Fantasy']",200000000,61.832,6.4,9156,"For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.",No more secrets.,708962323,4/16/2014,142,en
,,,,,,,,,,,,
Knives Out,FALSE,"['Comedy', 'Crime', 'Drama', 'Mystery']",40000000,61.788,7.8,6891,"When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate. From Harlan's dysfunctional family to his devoted staff, Blanc sifts through a web of red herrings and self-serving lies to uncover the truth behind Harlan's untimely death.","Hell, any of them could have done it.",309232797,11/27/2019,131,en
,,,,,,,,,,,,
The Purge: Election Year,FALSE,"['Action', 'Horror', 'Thriller']",10000000,61.783,6.4,3936,"Two years after choosing not to kill the man who killed his son, former police sergeant Leo Barnes has become head of security for Senator Charlene Roan, the front runner in the next Presidential election due to her vow to eliminate the Purge. On the night of what should be the final Purge, a betrayal from within the government forces Barnes and Roan out onto the street where they must fight to survive the night.",Keep America great,118587880,6/29/2016,105,en
,,,,,,,,,,,,
Jumanji: Welcome to the Jungle,FALSE,"['Action', 'Adventure', 'Comedy', 'Fantasy']",90000000,61.637,6.8,10425,"The tables are turned as four teenagers are sucked into Jumanji's world - pitted against rhinos, black mambas and an endless variety of jungle traps and puzzles. To survive, they'll play as characters from the game.",The game has evolved.,962102237,12/9/2017,119,en
,,,,,,,,,,,,
World War Z,FALSE,"['Action', 'Drama', 'Horror', 'Science Fiction', 'Thriller']",200000000,61.622,6.8,11813,"Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.",Remember Philly!,531865000,6/20/2013,116,en
,,,,,,,,,,,,
Project X,FALSE,['Comedy'],12000000,61.607,6.7,4400,"Three high school seniors throw a party to make a name for themselves. As the night progresses, things spiral out of control as word of the party spreads.",Witness it,100000000,3/1/2012,88,en
,,,,,,,,,,,,
千と千尋の神隠し,FALSE,"['Animation', 'Family', 'Fantasy']",19000000,61.567,8.5,11063,"A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family.",,274925095,7/20/2001,125,ja
,,,,,,,,,,,,
A Quiet Place,FALSE,"['Horror', 'Drama', 'Science Fiction']",17000000,61.564,7.4,9428,A family is forced to live in silence while hiding from creatures that hunt by sound.,"If they hear you, they hunt you.",340677200,4/3/2018,91,en
,,,,,,,,,,,,
Toy Story 3,FALSE,"['Animation', 'Family', 'Comedy']",200000000,61.51,7.8,11217,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",No toy gets left behind.,1066969703,6/16/2010,103,en
,,,,,,,,,,,,
Way Down,FALSE,"['Action', 'Thriller', 'Crime']",0,61.462,6.5,14,"When an engineer learns of a mysterious, impenetrable fortress hidden under The Bank of Spain, he joins a crew of master thieves who plan to steal the legendary lost treasure locked inside while the whole country is distracted by Spain's World Cup Final. With thousands of soccer fans cheering in the streets, and security forces closing in, the crew have just minutes to pull off the score of a lifetime.",No job is impossible,0,3/4/2021,118,en
,,,,,,,,,,,,
Rim of the World,FALSE,"['Science Fiction', 'Adventure', 'Action', 'Comedy']",0,61.461,6,682,"Stranded at a summer camp when aliens attack the planet, four teens with nothing in common embark on a perilous mission to save the world.",Saving the world is alien to them,0,5/24/2019,99,en
,,,,,,,,,,,,
Shark Tale,FALSE,"['Animation', 'Action', 'Comedy', 'Family']",75000000,61.362,6,4928,"Oscar is a small fish whose big aspirations often get him into trouble. Meanwhile, Lenny is a great white shark with a surprising secret that no sea creature would guess: He's a vegetarian. When a lie turns Oscar into an improbable hero and Lenny becomes an outcast, the two form an unlikely friendship.",Behind every little fish is a great white lie.,367275019,9/20/2004,90,en
,,,,,,,,,,,,
Coach Carter,FALSE,"['Drama', 'History']",30000000,61.332,7.5,1728,"Based on a true story, in which Richmond High School head basketball coach Ken Carter made headlines in 1999 for benching his undefeated team due to poor academic results.",It begins on the street. It ends here.,76669806,1/14/2005,136,en
,,,,,,,,,,,,
Beverly Hills Chihuahua 3 - Viva La Fiesta!,FALSE,"['Family', 'Comedy']",0,61.16,6.3,172,"When Papi &amp; co move into a luxurious hotel, his youngest pup Rosa feels neglected and he must show her how special she is.",Family Always Matters,0,9/3/2012,89,en
,,,,,,,,,,,,
Triple Frontier,FALSE,"['Action', 'Thriller', 'Crime', 'Adventure']",0,61.092,6.3,2204,"Struggling to make ends meet, former special ops soldiers reunite for a high-stakes heist: stealing $75 million from a South American drug lord.",You can’t go this far without crossing every line,0,3/6/2019,125,en
,,,,,,,,,,,,
Dinosaur,FALSE,"['Animation', 'Family']",127500000,61.071,6.5,1736,An orphaned dinosaur raised by lemurs joins an arduous trek to a sancturary after a meteorite shower destroys his family home.,You have never seen anything like this.,354248063,5/19/2000,82,en
,,,,,,,,,,,,
The Kissing Booth 2,FALSE,"['Comedy', 'Romance']",0,60.993,7.9,3958,"With college decisions looming, Elle juggles her long-distance romance with Noah, changing relationship with bestie Lee and feelings for a new classmate.",Rules can be broken...but so can hearts.,0,7/24/2020,132,en
,,,,,,,,,,,,
Onward,FALSE,"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']",200000000,60.932,7.8,4024,"In a suburban fantasy world, two teenage elf brothers embark on an extraordinary quest to discover if there is still a little magic left out there.",Their quest begineth.,141592359,2/29/2020,103,en
,,,,,,,,,,,,
461個のおべんとう,FALSE,['Drama'],0,60.915,0,0,"Kazuki Suzumoto is divorced and he lives with his 15-year-old son Kouki. Kouki is in a susceptible time. The father feels guilty about his son. Kouki then fails his high school entrance exam. In the spring of the following year, Kouki barely passes his high school entrance exam. Kouki mentions to Kazuki that he likes his father's lunch box. The father and son make a promise to each other. Kazuki promises that he will make a lunch box everyday for Kouki. Kouki promises that he will never skip school.",,0,11/6/2020,119,ja
,,,,,,,,,,,,
The Dark Knight,FALSE,"['Drama', 'Action', 'Crime', 'Thriller']",185000000,60.855,8.5,24660,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",Why So Serious?,1004558444,7/16/2008,152,en
,,,,,,,,,,,,
I Am Mother,FALSE,"['Science Fiction', 'Thriller']",0,60.826,6.7,1694,"A teenage girl is raised underground by a robot ""Mother"", designed to repopulate the earth following an extinction event. But their unique bond is threatened when an inexplicable stranger arrives with alarming news.",,643593,6/7/2019,114,en
,,,,,,,,,,,,
Despicable Me 2,FALSE,"['Animation', 'Comedy', 'Family']",76000000,60.727,6.9,8962,Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.,Back 2 Work,970761885,6/25/2013,98,en
,,,,,,,,,,,,
Sky Sharks,FALSE,"['Horror', 'Comedy', 'Science Fiction']",5920000,60.693,4.9,21,"A team of Arctic geologists stumble across an abandoned laboratory in which the Nazis developed an incredible and brutal secret weapon during the final months of WW2. Deep in the ice, they accidentally awake a deadly army of flying zombie sharks ridden by genetically mutated, undead super-humans, who are unleashed into the skies, wreaking their bloodthirsty revenge on any aircraft that takes to the air. An elite task force is assembled to take on this deadly threat and stop the Sky Sharks from conquering the air, but as time runs out, the task force realises they will have to fight fire with fire, and the stage is set for the greatest flying super-mutant zombie shark air battle the world has ever seen....",In a shark no one can hear you scream,0,10/7/2020,90,en
,,,,,,,,,,,,
Buffaloed,FALSE,"['Comedy', 'Drama', 'Romance']",0,60.642,6.7,113,"Set in the underworld of debt-collecting, homegrown hustler Peg Dahl will do anything to escape Buffalo, NY.",You can't always take what you want,0,2/14/2020,95,en
,,,,,,,,,,,,
Sound of Metal,FALSE,"['Drama', 'Music']",0,60.524,7.8,584,"Metal drummer Ruben begins to lose his hearing. When a doctor tells him his condition will worsen, he thinks his career and life is over. His girlfriend Lou checks the former addict into a rehab for the deaf hoping it will prevent a relapse and help him adapt to his new life. After being welcomed and accepted just as he is, Ruben must choose between his new normal and the life he once knew.",Music was his world. Then silence revealed a new one.,5595,11/20/2020,121,en
,,,,,,,,,,,,
さよならの朝に約束の花をかざろう,FALSE,"['Animation', 'Fantasy', 'Romance', 'Drama']",0,60.429,8.4,329,"Maquia is a member of a special race called the Iorph who can live for hundreds of years. However, Maquia has always felt lonely despite being surrounded by her people, as she was orphaned from a young age. She daydreams about the outside world, but dares not travel from her home due to the warnings of the clan's chief.  One day the kingdom of Mezarte invades her homeland. They already have what is left of the giant dragons, the Renato, under their control, and now their king wishes to add the immortality to his bloodline.  They ravage the Iorph homeland and kill most of its inhabitants. Caught in the midst of the attack, Maquia is carried off by one of the Renato. It soon dies, and she is left deserted in a forest, now truly alone save for the cries of a single baby off in the distance. Maquia finds the baby in a destroyed village and decides to raise him as her own, naming him Ariel. Although she knows nothing of the human world, how to raise a child that ages much faster than her.",In a world where love is forbidden... they will find love.,4300000,2/24/2018,115,ja
,,,,,,,,,,,,
The Emperor's New Groove,FALSE,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",100000000,60.287,7.5,4835,"Kuzco is a self-centered emperor who summons Pacha from a village and to tell him that his home will be destroyed to make room for Kuzco's new summer home. Kuzco's advisor, Yzma, tries to poison Kuzco and accidentally turns him into a llama, who accidentally ends up in Pacha's village. Pacha offers to help Kuzco if he doesn't destroy his house, and so they form an unlikely partnership.",It's all about... ME!,169327687,12/15/2000,78,en
,,,,,,,,,,,,
Pinocchio,FALSE,"['Fantasy', 'Family', 'Adventure', 'Drama']",12400000,60.211,6.7,929,"In this live-action adaptation of the beloved fairytale, old woodcarver Geppetto fashions a wooden puppet, Pinocchio, who magically comes to life. Pinocchio longs for adventure and is easily led astray, encountering magical beasts, fantastical spectacles, while making friends and foes along his journey. However, his dream is to become a real boy, which can only come true if he finally changes his ways.",The most beloved fairy tale comes to life.,17133446,12/19/2019,125,it
,,,,,,,,,,,,
Kin,FALSE,"['Science Fiction', 'Action']",30000000,60.146,6.1,540,"A young boy finds a powerful otherworldly weapon, which he uses to save his older adoptive brother from a crew of thugs. Before long, the two of them are also pursued by federal agents and mysterious mercenaries aiming to reclaim their asset.",All He Needed Was a Way Out,10023153,8/29/2018,102,en
,,,,,,,,,,,,
Juega Conmigo,FALSE,['Horror'],0,60.137,0,0,"Sofia, an insecure young woman, begins babysitting two troublesome siblings that turn her job into a complete living hell. That is until a devilish presence starts messing with the trio and they must band together to fight the demon away.",,0,2/25/2021,80,es
,,,,,,,,,,,,
The Infiltrator,FALSE,"['Crime', 'Drama', 'Thriller']",28000000,60.132,6.6,1254,A U.S Customs official uncovers a massive money laundering scheme involving Pablo Escobar.,The true story of one man against the biggest drug cartel in history.,21011110,7/13/2016,127,en
,,,,,,,,,,,,
Tangled,FALSE,"['Animation', 'Family']",260000000,60.056,7.6,8397,"When the kingdom's most wanted-and most charming-bandit Flynn Rider hides out in a mysterious tower, he's taken hostage by Rapunzel, a beautiful and feisty tower-bound teen with 70 feet of magical, golden hair. Flynn's curious captor, who's looking for her ticket out of the tower where she's been locked away for years, strikes a deal with the handsome thief and the unlikely duo sets off on an action-packed escapade, complete with a super-cop horse, an over-protective chameleon and a gruff gang of pub thugs.",They're taking adventure to new lengths.,592461732,11/24/2010,100,en
,,,,,,,,,,,,
Boże Ciało,FALSE,['Drama'],0,60.001,7.9,255,"A pious 20-year-old juvenile delinquent is sent to work at a sawmill in a small town; on arrival, he dresses up as a priest and accidentally takes over the local parish. The arrival of this young, charismatic preacher is an opportunity for the local community to begin the healing process after a tragedy that happened a year prior.",Sinner. Preacher. A Mystery.,0,9/10/2019,116,pl
,,,,,,,,,,,,
Overcomer,FALSE,['Drama'],0,59.956,7.8,115,"After reluctantly agreeing to coach cross-country, high school basketball Coach John Harrison helps the least likely runner attempt the impossible in the biggest race of the year.",What do you allow to define you?,0,8/22/2019,119,en
,,,,,,,,,,,,
Jurassic World,FALSE,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",150000000,59.905,6.6,16610,"Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.",The park is open.,1671713208,6/6/2015,124,en
,,,,,,,,,,,,
Hollow Point,FALSE,['Action'],0,59.885,6.8,99,"When his wife and daughter are senselessly murdered, a grieving man finds himself caught up in a war between a group of charismatic vigilantes and the crime that infests their city.",Survivors. Outsiders. Vigilantes.,1000000,6/13/2019,90,en
,,,,,,,,,,,,
The Exorcist,FALSE,['Horror'],8000000,59.855,7.7,5485,"12-year-old Regan MacNeil begins to adapt an explicit new personality as strange events befall the local area of Georgetown. Her mother becomes torn between science and superstition in a desperate bid to save her daughter, and ultimately turns to her last hope: Father Damien Karras, a troubled priest who is struggling with his own faith.","Something almost beyond comprehension is happening to a girl on this street, in this house… and a man has been sent for as a last resort. This man is The Exorcist.",441306145,5/31/1973,122,en
,,,,,,,,,,,,
Alien Xmas,FALSE,"['Animation', 'Family', 'Fantasy']",0,59.695,6.9,83,"A young elf mistakes a tiny alien for a Christmas gift, not knowing her new plaything has plans to destroy Earth's gravity — and steal all the presents.",,0,11/20/2020,42,en
,,,,,,,,,,,,
Madagascar,FALSE,"['Family', 'Animation', 'Adventure', 'Comedy']",75000000,59.63,6.8,8144,"Alex the lion is the king of the urban jungle, the main attraction at New York's Central Park Zoo. He and his best friends—Marty the zebra, Melman the giraffe and Gloria the hippo—have spent their whole lives in blissful captivity before an admiring public and with regular meals provided for them. Not content to leave well enough alone, Marty lets his curiosity get the better of him and makes his escape—with the help of some prodigious penguins—to explore the world.",Someone's got a zoo loose.,542063846,5/25/2005,86,en
,,,,,,,,,,,,
Green Lantern: Emerald Knights,FALSE,"['Action', 'Adventure', 'Animation', 'Science Fiction', 'Drama']",3500000,59.502,6.7,336,"As the home planet of the Green Lantern Corps faces a battle with an ancient enemy, Hal Jordan prepares new recruit Arisia for the coming conflict by relating stories of the first Green Lantern and several of Hal's comrades.",Witness the Color of Will.,0,4/9/2011,84,en
,,,,,,,,,,,,
X-Men: Days of Future Past,FALSE,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",250000000,59.499,7.5,12244,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,"To save the future, they must alter the past",747862775,5/15/2014,132,en
,,,,,,,,,,,,
The Hangover Part II,FALSE,['Comedy'],80000000,59.441,6.4,7998,"The Hangover crew heads to Thailand for Stu's wedding. After the disaster of a bachelor party in Las Vegas last year, Stu is playing it safe with a mellow pre-wedding brunch. However, nothing goes as planned and Bangkok is the perfect setting for another adventure with the rowdy group.",The Wolfpack Is Back,586764305,5/25/2011,102,en
,,,,,,,,,,,,
Hercules,FALSE,"['Animation', 'Family', 'Fantasy', 'Adventure', 'Comedy', 'Romance']",85000000,59.299,7.5,5468,"Bestowed with superhuman strength, a young mortal named Hercules sets out to prove himself a hero in the eyes of his father, the great god Zeus. Along with his friends Pegasus, a flying horse, and Phil, a personal trainer, Hercules is tricked by the hilarious, hotheaded villain Hades, who's plotting to take over Mount Olympus!",Zero to Hero!,252712101,6/20/1997,93,en
,,,,,,,,,,,,
Up,FALSE,"['Animation', 'Comedy', 'Family', 'Adventure']",175000000,59.265,7.9,15533,"Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.",,735099082,5/28/2009,96,en
,,,,,,,,,,,,
Alien Warfare,FALSE,"['Action', 'Science Fiction', 'Thriller']",0,59.175,3.9,76,A team of Navy Seals investigates a mysterious science outpost only to have to combat a squad of powerful alien soldiers.,,0,4/5/2019,88,en
,,,,,,,,,,,,
xXx: Return of Xander Cage,FALSE,"['Action', 'Adventure', 'Crime']",85000000,59.055,5.8,3818,"Extreme athlete turned government operative Xander Cage comes out of self-imposed exile, thought to be long dead, and is set on a collision course with deadly alpha warrior Xiang and his team in a race to recover a sinister and seemingly unstoppable weapon known as Pandora's Box. Recruiting an all-new group of thrill-seeking cohorts, Xander finds himself enmeshed in a deadly conspiracy that points to collusion at the highest levels of world governments.","There are no more patriots, just rebels and tyrants.",346147658,1/13/2017,107,en
,,,,,,,,,,,,
Pirates of the Caribbean: On Stranger Tides,FALSE,"['Adventure', 'Action', 'Fantasy']",380000000,59.044,6.5,10724,"Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.",Live Forever Or Die Trying.,1045713802,5/14/2011,137,en
,,,,,,,,,,,,
Until Forever,FALSE,"['Drama', 'Romance']",0,58.995,7.5,81,"Until Forever: The Michael Boyum Story is a powerful, true account of one young man's courageous battle with leukemia and his journey of faith.",Love knows no limit.,0,10/20/2016,100,en
,,,,,,,,,,,,
Big Time Adolescence,FALSE,['Comedy'],0,58.897,7.4,141,"A seemingly bright and mostly innocent 16-year-old named Mo attempts to navigate high school under the guidance of his best friend Zeke, an unmotivated-yet-charismatic college dropout. Although Zeke genuinely cares about Mo, things start to go awry as he teaches Mo nontraditional life lessons in drug dealing, partying, and dating. Meanwhile, Mo’s well-meaning dad tries to step in and take back the reins of his son’s upbringing.",Under his influence.,0,3/13/2020,91,en
,,,,,,,,,,,,
A Nun's Curse,FALSE,['Horror'],0,58.885,6,34,A group of travelers are forced to seek shelter inside an abandoned jail where a notorious nun named Sister Monday had once been assigned and was suspected of murdering prisoners.,She will PREY for you!,0,5/12/2020,73,en
,,,,,,,,,,,,
Baywatch,FALSE,"['Action', 'Comedy', 'Crime']",69000000,58.858,6.1,6288,"Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit. Together, they uncover a local criminal plot that threatens the future of the Bay.","Don't worry, summer is coming",177856751,5/12/2017,116,en
,,,,,,,,,,,,
X-Men: Production Scrapbook,FALSE,['Documentary'],0,58.845,6,21,,,0,11/2/2003,63,en
,,,,,,,,,,,,
Jurassic Galaxy,FALSE,"['Science Fiction', 'Action', 'Adventure']",0,58.523,5.2,140,"In the near future, a ship of space explorers crash land on an unknown planet. They're soon met with some of their worst fears as they discover the planet is inhabited by monstrous dinosaurs.",,0,8/20/2018,76,en
,,,,,,,,,,,,
Solo: A Star Wars Story,FALSE,"['Science Fiction', 'Adventure']",250000000,58.477,6.6,6125,"Through a series of daring escapades deep within a dark and dangerous criminal underworld, Han Solo meets his mighty future copilot Chewbacca and encounters the notorious gambler Lando Calrissian.",Never tell him the odds.,392952373,5/15/2018,135,en
,,,,,,,,,,,,
The Last Sharknado: It's About Time,FALSE,"['Science Fiction', 'Action', 'Adventure', 'Comedy', 'TV Movie']",0,58.472,4.4,126,"With much of America lying in ruins, the rest of the world braces for a global sharknado, Fin and his family must travel around the world to stop them.",History's biggest disaster comes to an end.,0,8/19/2018,86,en
,,,,,,,,,,,,
Monsters University,FALSE,"['Animation', 'Family']",200000000,58.402,7,8171,A look at the relationship between Mike and Sulley during their days at Monsters University — when they weren't necessarily the best of friends.,School never looked this scary.,743559607,6/19/2013,104,en
,,,,,,,,,,,,
Spider-Man 3,FALSE,"['Fantasy', 'Action', 'Adventure']",258000000,58.351,6.2,9586,"The seemingly invincible Spider-Man goes up against an all-new crop of villains—including the shape-shifting Sandman. While Spider-Man’s superpowers are altered by an alien organism, his alter ego, Peter Parker, deals with nemesis Eddie Brock and also gets caught up in a love triangle.",The battle within.,890871626,5/1/2007,139,en
,,,,,,,,,,,,
劇場版 Fate/kaleid liner プリズマ☆イリヤ 雪下の誓い,FALSE,"['Animation', 'Action', 'Fantasy']",0,58.343,5.8,10,,,1118410,8/26/2017,89,ja
,,,,,,,,,,,,
Cursed,FALSE,"['Horror', 'Comedy']",35000000,58.276,5.3,420,"A werewolf loose in Los Angeles changes the lives of three young adults, who, after being mauled by the beast, learn they must kill their attacker if they hope to change their fate to avoid becoming werewolves too.",What doesn't kill you makes you stronger.,19294901,2/25/2005,97,en
,,,,,,,,,,,,
The Nun,FALSE,"['Horror', 'Mystery', 'Thriller']",22000000,58.229,5.8,4481,"When a young nun at a cloistered abbey in Romania takes her own life, a priest with a haunted past and a novitiate on the threshold of her final vows are sent by the Vatican to investigate. Together they uncover the order’s unholy secret. Risking not only their lives but their faith and their very souls, they confront a malevolent force in the form of the same demonic nun that first terrorized audiences in “The Conjuring 2” as the abbey becomes a horrific battleground between the living and the damned.",Pray For Forgiveness,365550119,9/5/2018,96,en
,,,,,,,,,,,,
神探蒲松齡,FALSE,"['Action', 'Fantasy']",0,58.175,5.4,63,"Pu Songling (Jackie Chan), a legendary demon hunter, is asked to investigate the mysterious disappearances of young girls from a small village. When he discovers evil forces are kidnapping the girls to feast on their souls, he sets out to save humanity from the inhuman invasion journeying through hidden worlds and colorful dimensions.",,0,2/5/2019,108,zh
,,,,,,,,,,,,
How the Grinch Stole Christmas,FALSE,"['Family', 'Comedy', 'Fantasy']",123000000,58.068,6.7,5219,"Inside a snowflake exists the magical land of Whoville. In Whoville, live the Whos, an almost mutated sort of Munchkin-like people. All the Whos love Christmas, yet just outside of their beloved Whoville lives the Grinch. The Grinch is a nasty creature that hates Christmas, and plots to steal it away from the Whos, whom he equally abhors. Yet a small child, Cindy Lou Who, decides to try befriending the Grinch.",He puts the mean in green.,345141403,11/17/2000,104,en
,,,,,,,,,,,,
Spy Kids,FALSE,"['Action', 'Comedy', 'Family', 'Adventure']",35000000,58.036,5.8,2508,"Carmen and Juni think their parents are boring. Little do they know that in their day, Gregorio and Ingrid Cortez were the top secret agents from their respective countries. They gave up that life to raise their children. Now, the disappearances of several of their old colleagues forces the Cortez' return from retirement. What they didn't count on was Carmen and Juni joining the ""family business.""",Real spies...only smaller,147934180,3/18/2001,88,en
,,,,,,,,,,,,
The SpongeBob SquarePants Movie,FALSE,"['Animation', 'Comedy', 'Family', 'Fantasy']",30000000,58.023,6.9,1977,"There's trouble brewing in Bikini Bottom. Someone has stolen King Neptune's crown, and it looks like Mr. Krab, SpongeBob's boss, is the culprit. Though he's just been passed over for the promotion of his dreams, SpongeBob stands by his boss, and along with his best pal Patrick, sets out on a treacherous mission to Shell City to reclaim the crown and save Mr. Krab's life.",Bigger. Better. More absorbent.,140161792,11/14/2004,87,en
,,,,,,,,,,,,
