Movie_name,Adult,GenreList,Budget,Popularity,VoteAvg,VoteCount,Overview,Tagline,Revenue,ReleaseDate,Runtime,OriginalLanguage 
Halloween: Resurrection,False,"['Horror', 'Thriller']",13000000,21.581,4.6,780,"Serial Killer Michael Myers is not finished with Laurie Strode, and their rivalry finally comes to an end. But is this the last we see of Myers? Freddie Harris and Nora Winston are reality programmers at DangerTainment, and are planning to send a group of 6 thrill-seeking teenagers into the childhood home of Myers. Cameras are placed all over the house and no one can get out of the house... and then Michael arrives home!",Evil finds its way home,37664855,2002-07-01,94,en
My Octopus Teacher,False,['Documentary'],0,26.275,8.2,225,"After years of swimming every day in the freezing ocean at the tip of Africa, Craig Foster meets an unlikely teacher: a young octopus who displays remarkable curiosity. Visiting her den and tracking her movements for months on end he eventually wins the animal’s trust and they develop a never-before-seen bond between human and wild animal.",,0,2020-03-19,84,en
Mars Needs Moms,False,"['Adventure', 'Animation', 'Family']",150000000,27.182,6.0,471,"When Martians suddenly abduct his mom, mischievous Milo rushes to the rescue and discovers why all moms are so special.",Mom needs a little space.,38992758,2011-03-09,88,en
新劇場版 頭文字D Legend3 -夢現-,False,"['Action', 'Animation', 'Drama']",0,24.234,8.1,15,"Mt. Akina's new downhill racing hero Fujiwara Takumi prepares for the final showdown against Red Sun's unbeaten leader and Akagi's fastest driver, Takahashi Ryosuke.",,0,2016-02-06,65,ja
All the Money in the World,False,"['Thriller', 'Drama', 'Crime', 'Mystery', 'History']",50000000,25.038,6.5,1680,The story of the kidnapping of 16-year-old John Paul Getty III and the desperate attempt by his devoted mother to convince his billionaire grandfather Jean Paul Getty to pay the ransom.,J. Paul Getty had a fortune. Everyone else paid the price.,56996304,2017-12-21,132,en
xXx: State of the Union,False,"['Action', 'Adventure', 'Crime', 'Mystery', 'Thriller']",60000000,25.225,5.0,1352,Darius Stone's criminal record and extreme sports obsession make him the perfect candidate to be the newest XXX agent. He must save the U.S. government from a deadly conspiracy led by five-star general and Secretary of Defense George Deckert.,Prepare for the next level,71073932,2005-04-27,101,en
Mimic,False,"['Fantasy', 'Horror', 'Thriller', 'Science Fiction']",30000000,18.874,5.9,656,"A disease carried by common cockroaches is killing Manhattan children. In an effort to stop the epidemic an entomologist, Susan Tyler, creates a mutant breed of insect that secretes a fluid to kill the roaches. This mutant breed was engineered to die after one generation, but three years later Susan finds out that the species has survived and evolved into a large, gruesome monster that can mimic human form.","For thousands of years, man has been evolution's greatest creation... until now.",25480490,1997-08-22,105,en
映画 暗殺教室,False,"['Action', 'Adventure', 'Comedy', 'Science Fiction']",0,22.25,7.0,99,"A mysterious creature destroys 70% of the moon. The creature then warns that if he is not destroyed by March of next year, Earth will be next. The creature also demands that he becomes the homeroom teacher for 3rd grade E class at Kunugigaoka Junior High School. The government is powerless to say no.  The creature then becomes the homeroom teacher of 3rd grade E class which consists of failed students including Nagisa Shiota (Ryosuke Yamada). The creature is called Teacher Koro.  Meanwhile, the government requests that the students try to kill Teacher Koro even though he possesses super powers. The government offers a 10 billion yen reward for whomever successfully kills him. The students are confused by the situation, but decide to kill Teacher Koro.  When their class begins with Teacher Koro, the students finds themselves having a good time with their new teacher.",,0,2015-03-21,110,ja
ミュージアム,False,"['Drama', 'Thriller']",0,19.222,6.7,38,"In Tokyo, Japan, several grotesque murders take place on rainy days. Detective Sawamura, who is in charge of the case, soon discovers that his own family is connected to the crimes.",The serial killer is laughing in the rain,0,2016-11-12,132,ja
The Lighthouse,False,"['Drama', 'Fantasy', 'Thriller', 'Horror']",11000000,24.054,7.5,2516,Two lighthouse keepers try to maintain their sanity while living on a remote and mysterious New England island in the 1890s.,There is enchantment in the light.,18123239,2019-10-18,109,en
Return of the Jedi,False,"['Adventure', 'Action', 'Science Fiction']",32350000,24.513,7.9,11174,"Luke Skywalker leads a mission to rescue his friend Han Solo from the clutches of Jabba the Hutt, while the Emperor seeks to destroy the Rebellion once and for all with a second dreaded Death Star.",The Empire Falls...,572700000,1983-05-25,135,en
The Bourne Supremacy,False,"['Action', 'Drama', 'Thriller']",75000000,27.11,7.3,5678,"When a CIA operation to purchase classified Russian documents is blown by a rival agent, who then shows up in the sleepy seaside village where Bourne and Marie have been living. The pair run for their lives and Bourne, who promised retaliation should anyone from his former life attempt contact, is forced to once again take up his life as a trained assassin to survive.",They should have left him alone.,288500217,2004-07-23,108,en
The Final,False,"['Thriller', 'Horror']",1000000,23.067,5.7,165,A group of high school outcasts get revenge on the students that torment them.,This lesson can't be learned in the classroom.,0,2010-01-28,93,en
Halloween II,False,['Horror'],10000000,24.317,5.4,873,"Laurie Strode struggles to come to terms with her brother Michael's deadly return to Haddonfield, Illinois. Meanwhile, Michael prepares for another reunion with his sister.",Family Is Forever,0,2009-08-28,105,en
Майор Гром: Чумной Доктор,False,"['Action', 'Adventure']",5000000,17.391,9.3,4,"Igor Grom is a skilled policeman from St. Petersburg, known for his daring nature and uncompromising attitude towards the criminals of all kinds. Incredible strength, analytical mind and integrity – these qualities make Major Grom the perfect policeman. Working tirelessly, he always pushes through, and meets the challenges standing in the way.",,0,2021-04-01,0,ru
ドラゴンボール エピソード オブ バーダック,False,"['Action', 'Animation', 'Science Fiction']",0,26.313,6.8,254,"A spin-off scenario taking place after the events of the TV special Dragon Ball Z: Bardock - The Father of Goku, in which Bardock survives the destruction of Planet Vegeta and is sent into the past, combating Frieza's ancestor Chilled and turning into a Super Saiyan.",,0,2011-12-17,20,ja
The Only Living Boy in New York,False,['Drama'],0,25.771,6.2,201,"When a young man learns that his overbearing father is having an affair, he tries to stop it, only to be seduced by the older woman as well.",,2550321,2017-07-27,88,en
Scooby-Doo! and the Monster of Mexico,False,"['Animation', 'Comedy', 'Family', 'Mystery']",0,26.31,6.7,145,"A friend of Fred's, Alejo Otero, invites the Scooby gang to Veracruz, Mexico. There they find a monster, El Chupacabra, terrorizing the town.",,0,2003-09-30,75,en
All My Life,False,"['Romance', 'Drama']",0,27.42,7.9,183,A couple's wedding plans are thrown off course when the groom is diagnosed with liver cancer.,Based on a true love story.,0,2020-10-23,93,en
COVID-21: Lethal Virus,False,"['Science Fiction', 'Thriller', 'Horror']",0,27.701,5.7,184,"The climate change has released an ancient rabies virus trapped in the Antarctica ice. A female scientist tries to get to the laboratory to create a cure to save the world, protected by an eccentric and two members of the special forces.",Fear is contagious,0,2021-01-01,87,en
I Still Believe,False,"['Music', 'Drama', 'Romance']",0,23.052,7.8,808,The true-life story of Christian music star Jeremy Camp and his journey of love and loss that looks to prove there is always hope.,One love can change your life.,0,2020-03-12,115,en
Trolls Holiday,False,"['Adventure', 'Animation', 'Comedy', 'Family', 'TV Movie', 'Fantasy', 'Music']",0,26.316,6.7,361,"When the eternally optimistic Poppy, queen of the Trolls, learns that the Bergens no longer have any holidays on their calendar, she enlists the help of Branch and the rest of the gang on a delightfully quirky mission to fix something that the Bergens don't think is broken.",Prepare to be merry and bright,0,2017-11-01,26,en
Death Race: Inferno,False,"['Action', 'Science Fiction', 'Thriller']",6500000,27.007,5.7,519,"Carl Lucas / Frankenstein has won four of his races and needs to win one more to win his freedom. Before his final race, Lucas and his team, car and all, are transferred to another prison where they will compete in a Death Race in the desert. Also, at the same time, Ceaser runs into a marketer who wants to franchise the Death Race program.",Welcome to the Inferno,0,2013-01-04,104,en
The Fanatic,False,"['Thriller', 'Crime', 'Mystery']",18000000,21.582,4.5,162,A rabid film fan stalks his favorite action hero and destroys the star's life.,All he wanted was an autograph.,0,2019-08-30,88,en
Cristiano de la Secreta,False,['Comedy'],0,20.393,8.2,3,The live of a Christian man who wants to have another experience.,,0,2009-01-01,0,es
Charlie's Angels,False,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",92000000,20.649,5.8,3145,"Three women, detectives with a mysterious boss, retrieve stolen voice-ID software, using martial arts, tech skills, and sex appeal.",Get Some Action,264105545,2000-11-02,98,en
Bullet to the Head,False,"['Action', 'Crime', 'Thriller']",55000000,26.003,5.5,899,"After watching their respective partners die, a cop and a hitman form an alliance in order to bring down their common enemy.",Revenge Never Gets Old.,9489829,2013-01-31,92,en
Never Back Down 2: The Beatdown,False,"['Drama', 'Action']",3000000,29.05,6.4,468,Four fighters from different backgrounds come together to train under an ex MMA rising star and then ultimately have to fight each other and the traitor in their midst.,,0,2011-09-13,90,en
The Minimalists: Less Is Now,False,['Documentary'],84919,20.11,6.7,54,They've built a movement out of minimalism. Longtime friends Joshua Fields Millburn and Ryan Nicodemus share how our lives can be better with less.,,0,2021-01-01,53,en
TRON: Legacy,False,"['Adventure', 'Action', 'Science Fiction']",170000000,25.548,6.4,5481,"Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world.",The Game Has Changed.,400062763,2010-12-15,125,en
Mi pequeño gran hombre,False,['Comedy'],0,25.674,6.2,12,"A successful and somewhat vain lawyer loses her mobile phone and is contacted by a stranger who wants to give it back. Charming and interesting, their instant connection blossoms but everything changes when they meet and she discovers a tiny little detail about him: he's rather short.",,0,2018-12-07,98,es
High School Musical 2,False,"['Comedy', 'Drama', 'Family', 'Music', 'Romance', 'TV Movie']",0,27.74,6.5,3039,"The East High Wildcats are gearing up for big fun as they land the coolest summer jobs imaginable. Troy, Gabriella, Chad, and Taylor have scored sweet gigs at the Lava Springs Country Club owned by Sharpay and Ryan's family. Sharpay's first rule of business: Get Troy. As Troy experiences a life of privilege he's never known, will he give up the Wildcats and Gabriella to rise to the top?",,7000000,2007-08-17,111,en
Bleed for This,False,['Drama'],6000000,18.297,6.8,576,"The inspirational story of World Champion Boxer Vinny Pazienza, who after a near fatal car crash, which left him not knowing if he'd ever walk again, made one of sports most incredible comebacks.",This is what the greatest comeback in sports history looks like,6174491,2016-11-04,116,en
Nanny McPhee,False,"['Fantasy', 'Comedy', 'Family']",25000000,22.788,6.6,2305,"Widower Cedric Brown hires Nanny McPhee to care for his seven rambunctious children, who have chased away all previous nannies. Taunted by Simon and his siblings, Nanny McPhee uses mystical powers to instill discipline. And when the children's great-aunt and benefactor, Lady Adelaide Stitch, threatens to separate the kids, the family pulls together under the guidance of Nanny McPhee.",You'll learn to love her. Warts and all.,123276807,2005-10-21,97,en
Scooby-Doo! Frankencreepy,False,"['Mystery', 'Animation', 'Family', 'Comedy']",0,23.011,7.2,99,"Scooby-Doo and those ""meddling kids"" Shaggy, Fred, Daphne and Velma are back in this all-new original movie! Velma discovers she's inherited her great-great-uncle Dr. Von Dinkenstein’s cursed castle in the terrifying town of Transylvania…Pennsylvania, that is. Just when the Gang persuades Velma to go claim her inheritance, the ghost of Dinkenstein Castle blows up the Mystery Machine as a warning! Now the Crew must spring back into action, but this time it's personal! Who's responsible for the Dinkenstein monster? What family secret has Velma been hiding? Will Fred recover from the loss of his beloved Mystery Machine? Can any helpless snack survive Scooby and Shaggy's monster-sized appetites? This Scooby-Doo adventure has enough spooky fun to make the whole family come alive!","Scooby-Doo and those ""meddling kids"" Shaggy, Fred, Daphne and Velma are back in this all-new adventure!",0,2014-08-19,74,en
Who Am I - Kein System ist sicher,False,['Thriller'],0,24.941,7.7,1043,"Benjamin, a young German computer whiz, is invited to join a subversive hacker group that wants to be noticed on the world's stage.",No system is safe.,0,2014-09-25,105,de
Live Free or Die Hard,False,"['Action', 'Thriller']",110000000,26.386,6.6,4312,"John McClane is back and badder than ever, and this time he's working for Homeland Security. He calls on the services of a young hacker in his bid to stop a ring of Internet terrorists intent on taking control of America's computer infrastructure.",The old school cop is back!,383531464,2007-06-20,128,en
The Social Network,False,['Drama'],40000000,22.135,7.3,8777,"On a fall night in 2003, Harvard undergrad and computer programming genius Mark Zuckerberg sits down at his computer and heatedly begins working on a new idea. In a fury of blogging and programming, what begins in his dorm room as a small site among friends soon becomes a global social network and a revolution in communication. A mere six years and 500 million friends later, Mark Zuckerberg is the youngest billionaire in history... but for this entrepreneur, success leads to both personal and legal complications.",You don't get to 500 million friends without making a few enemies.,224920315,2010-10-01,121,en
The Girl Who Believes in Miracles,False,"['Family', 'Drama']",0,37.631,9.5,4,"When Sara hears a preacher say faith can move mountains, she starts praying. Suddenly people in her town are mysteriously healed! But fame soon takes its toll – can Sara’s family save her before it’s too late?",From her lips to God's ears.,0,2021-04-02,100,en
GHOST IN THE SHELL,False,"['Action', 'Animation', 'Science Fiction']",0,22.982,7.9,2150,"In the year 2029, the barriers of our world have been broken down by the net and by cybernetics, but this brings new vulnerability to humans in the form of brain-hacking. When a highly-wanted hacker known as 'The Puppetmaster' begins involving them in politics, Section 9, a group of cybernetically enhanced cops, are called in to investigate and stop the Puppetmaster.",It found a voice... Now it needs a body.,2287714,1995-11-18,83,ja
Eyes Wide Shut,False,"['Drama', 'Thriller', 'Mystery']",65000000,22.582,7.4,4076,"After Dr. Bill Harford's wife, Alice, admits to having sexual fantasies about a man she met, Bill becomes obsessed with having a sexual encounter. He discovers an underground sexual group and attends one of their meetings -- and quickly discovers that he is in over his head.",Cruise. Kidman. Kubrick.,162091208,1999-07-16,159,en
Un Papá Pirata,False,['Comedy'],0,20.245,6.1,31,"Ian discovers that André, a former soap opera star and current alcoholic is his real father. Ian decides to go work at his ruined mascot business where he finds a place populated by extravagant people and discovers the meaning of fatherhood.",,0,2019-10-25,90,es
Lego DC Comics Super Heroes: The Flash,False,"['Adventure', 'Animation', 'Comedy', 'Family', 'Science Fiction']",10000000,23.046,6.6,144,"Reverse-Flash manipulates the Speed Force to put the Flash into a time loop that forces him to relive the same day over and over again—with progressively disastrous results, including losing his powers and being fired by the Justice League. The Flash must find a way to restore time to its original path and finally apprehend his worst enemy before all is lost for the Flash…and the world!",,0,2018-02-13,78,en
Counterpunch,False,['Documentary'],1300000,26.531,6.5,33,"As boxing's popularity wanes, three fighters at different stages of their career make sacrifices to pursue their dreams of becoming champions.",,0,2017-06-16,91,en
A Family Man,False,['Drama'],0,21.24,6.7,369,"Dane Jensen is a driven, Chicago-based headhunter, working at a cut-throat job placement firm. When Dane's boss announces his retirement, he pits Dane against Lynn Vogel, Dane's equally driven but polar-opposite rival at the firm, in a battle for control over the company.",What are you working for?,1641235,2017-05-18,108,en
Men of Honor,False,['Drama'],82343495,24.479,7.4,1494,"Against formidable odds -- and an old-school diving instructor embittered by the U.S. Navy's new, less prejudicial policies -- Carl Brashear sets his sights on becoming the Navy's first African-American master diver in this uplifting true story. Their relationship starts out on the rocks, but fate ultimately conspires to bring the men together into a setting of mutual respect, triumph and honor.",History is made by those who break the rules.,48814909,2000-09-13,129,en
Playdate with Destiny,False,"['Animation', 'Comedy', 'Family']",0,27.322,7.6,262,Maggie and Marge are having a play-date at Springfield's finest toddler play park when Maggie becomes smitten with a little boy. It's love at first suck and Maggie dreams about seeing him again after a day full of make-believe romance.,,0,2020-02-29,4,en
The Pianist,False,"['Drama', 'War']",35000000,33.976,8.4,6243,"The true story of pianist Władysław Szpilman's experiences in Warsaw during the Nazi occupation. When the Jews of the city find themselves forced into a ghetto, Szpilman finds work playing in a café; and when his family is deported in 1942, he stays behind, works for a while as a laborer, and eventually goes into hiding in the ruins of the war-torn city.",Music was his passion. Survival was his masterpiece.,120072577,2002-09-17,150,en
Secrets of the Saqqara Tomb,False,['Documentary'],0,21.879,7.5,68,"This documentary follows a team of local archaeologists excavating never before explored passageways, shafts, and tombs, piecing together the secrets of Egypt’s most significant find in almost 50 years in Saqqara.",,0,2020-10-28,113,en
Barbie in 'A Christmas Carol',False,"['Animation', 'Family']",0,23.727,7.0,373,"On Christmas Eve, Kelly is reluctant to go to a Christmas Eve ball, so Barbie tells her the story of Eden Starling, a glamourous singing diva in the Victorian England and the owner of a theatre house. However, Eden is self-centred and loves only herself. She is frequently accompanied by her snooty cat, Chuzzlewit. She does not believe in Christmas and orders all her employees to work on Christmas.",,4496912,2008-11-03,76,en
Wish You Were Here,False,"['Comedy', 'Drama']",3000,24.026,0.0,0,"After their mutual friend from the good old days passes away, two former acquaintances are given the task of spreading his ashes in three different spots that were significant to him.",,0,2021-04-05,62,en
We Are Your Friends,False,"['Drama', 'Music', 'Romance', 'Comedy']",6000000,26.929,6.7,1893,"Young Cole Carter dreams of hitting the big time as a Hollywood disc jockey, spending his days and nights hanging with buddies and working on the one track that will set the world on fire. Opportunity comes knocking when he meets James Reed, a charismatic DJ who takes the 23-year-old under his wing. Soon, his seemingly clear path to success gets complicated when he starts falling for his mentor's girlfriend, jeopardizing his new friendship and the future he seems destined to fulfill.",The world is yours.,11122090,2015-08-26,96,en
God's Own Country,False,"['Romance', 'Drama']",0,21.533,7.7,576,"A young farmer in rural Yorkshire numbs his daily frustrations with binge drinking and casual sex, until the arrival of a Romanian migrant worker.",,2559939,2017-09-01,105,en
The Humanity Bureau,False,"['Action', 'Science Fiction', 'Adventure']",6000000,24.782,4.9,236,In 2030 the world is in a permanent state of economic recession and facing serious environmental problems as a result of global warming.,In the near future our government will decide who is expendable.,17544173,2017-07-11,94,en
La leyenda de la Nahuala,False,"['Animation', 'Family', 'Fantasy']",0,26.52,7.6,101,"Leo San Juan, an insecure child of nine years old, lives eternally frightened by horror stories that Nando tells his older brother. Within these stories it is 'The Legend of Nahuala', according to which, an old abandoned Casona is possessed by the spirit of an evil witch known as the Nahuala.",,0,2007-10-31,80,es
借りぐらしのアリエッティ,False,"['Fantasy', 'Animation', 'Family']",23000000,20.47,7.6,1893,"14-year-old Arrietty and the rest of the Clock family live in peaceful anonymity as they make their own home from items ""borrowed"" from the house's human inhabitants. However, life changes for the Clocks when a human boy discovers Arrietty.",Do not be seen by humans. That's been the law of children of the underfloor.,145570827,2010-07-16,94,ja
Hostel: Part III,False,['Horror'],6000000,28.521,5.1,756,"Set in Las Vegas, the film centers on a man who attends his best friend's bachelor party, unaware of an insidious agenda that plays into hunting humans.",Do you feel lucky?,0,2011-12-27,88,en
Basic Instinct,False,"['Thriller', 'Mystery']",49000000,26.163,6.8,2474,"A police detective is in charge of the investigation of a brutal murder, in which a beautiful and seductive woman could be involved.",A brutal murder. A brilliant killer. A cop who can't resist the danger.,352927224,1992-03-20,127,en
7:19,False,"['Thriller', 'Drama', 'History']",0,23.429,6.0,22,"At 7:19 a.m., on September 19th of 1985, the most destructive earthquake hit Mexico's City. Inside what's left of a building, a group of survivors fight for their lives waiting for rescue.",,0,2016-09-16,94,es
Armstrong,False,['Action'],0,22.362,6.1,23,"During her first night on the job, a rookie EMT and her partner pick up a wounded superhero and are pulled into his mission to save Los Angeles from a sinister organization.",,0,2017-09-12,84,en
A Cinderella Story,False,['Comedy'],19000000,27.458,6.5,2470,"Routinely exploited by her wicked stepmother, the downtrodden Samantha Montgomery is excited about the prospect of meeting her Internet beau at the school's Halloween dance.",Once upon a time... can happen any time.,70067909,2004-07-10,95,en
Yes Man,False,['Comedy'],70000000,25.257,6.6,4892,Carl Allen has stumbled across a way to shake free of post-divorce blues and a dead-end job: embrace life and say yes to everything.,One Word Can Change Everything.,223241637,2008-12-09,104,en
The Crazies,False,"['Mystery', 'Horror', 'Action']",20000000,20.006,6.2,1404,Four friends find themselves trapped in their small hometown after they discover their friends and neighbors going quickly and horrifically insane.,Fear Thy Neighbor,54956140,2010-02-26,101,en
Jungle Cruise,False,"['Adventure', 'Fantasy', 'Family', 'Comedy']",0,22.92,0.0,0,"Dr. Lily Houghton enlists the aid of wisecracking skipper Frank Wolff to take her down the Amazon in his ramshackle boat. Together, they search for an ancient tree that holds the power to heal -- a discovery that will change the future of medicine.",The myth is real,0,2021-07-28,0,en
Death Race 2050,False,"['Action', 'Comedy', 'Science Fiction']",0,23.514,4.0,122,"The year 2050 the planet has become overpopulated, to help control population the government develops a race. The Death Race. Annually competitors race across the country scoring points for killing people with their vehicles.",,0,2017-01-17,93,en
L'uomo del labirinto,False,"['Thriller', 'Mystery']",4000000,21.486,6.4,256,"When a kidnapping victim turns up alive after fifteen years, a profiler and a private investigator try to piece together the mystery.",,2514679,2019-10-30,130,it
Shiloh,False,"['Drama', 'Family']",0,22.353,5.5,45,"An abused beagle runs away from his owner. On the road, he meets young Marty Preston and follows him home. The boy immediately forms a bond with the dog and names him Shiloh. His stern father won't let him keep the dog because it belongs to Judd Travers, a local hunter. After Shiloh is mistreated again, he runs away and returns to Marty. Knowing his father will once again make him bring Shiloh back to Judd, he makes a home for the dog in an old shed up the hill from the Prestons' house and hides him from his family. His secret is soon discovered when a stray attacks the dog one night and he must turn to his father for help.",The story of a boy who risks everything to save his best friend.,0,1996-11-30,93,en
The Collector,False,"['Horror', 'Thriller']",3400000,28.704,6.5,976,"Desperate to repay his debt to his ex-wife, an ex-con plots a heist at his new employer's country home, unaware that a second criminal has also targeted the property, and rigged it with a series of deadly traps.",He always takes one,114000000,2009-07-09,88,en
The Judge,False,['Drama'],50000000,21.358,7.3,3115,"A successful lawyer returns to his hometown for his mother's funeral only to discover that his estranged father, the town's judge, is suspected of murder.",Defend your Honor.,83719388,2014-10-08,141,en
Invisible,False,['Drama'],0,24.824,5.7,19,"Ely is 17 years old. After school, she works few hours at a pet shop. When Ely learns that she is pregnant, her inner world explodes even though she tries to go on with her daily routine as if nothing was different. She is afraid and upset, and she knows that, whatever she decides to do, there is no turning back.",,0,2017-03-21,87,es
Alien³,False,"['Science Fiction', 'Action', 'Horror']",50000000,28.391,6.3,3845,"After escaping with Newt and Hicks from the alien planet, Ripley crash lands on Fiorina 161, a prison planet and host to a correctional facility. Unfortunately, although Newt and Hicks do not survive the crash, a more unwelcome visitor does. The prison does not allow weapons of any kind, and with aid being a long time away, the prisoners must simply survive in any way they can.",The bitch is back.,159773545,1992-05-22,114,en
Death Note: デスノート,False,"['TV Movie', 'Crime', 'Drama', 'Fantasy', 'Thriller', 'Animation']",0,30.242,7.8,104,"Yagami Light is an ace student with great prospects, who's bored out of his mind. One day he finds the ""Death Note"": a notebook from the realm of the Death Gods, with the power to kill people in any way he desires. With the Death Note in hand, Light decides to create his perfect world, without crime or criminals. However, when criminals start dropping dead one by one, the authorites send the legendary detective L to track down the killer, and a battle of wits, deception and logic ensues...this was aired on Japanese tv shortly after the death note anime was completed, this special basically re-cuts the first 26 episodes of the series into a two hour movie with some new scenes and dialogue added and the story is seen from ryuk's viewpoint.",,0,2007-08-31,130,ja
ParaNorman,False,"['Family', 'Animation', 'Adventure', 'Comedy']",60000000,26.493,6.9,1844,"In the town of Blithe Hollow, Norman Babcock can speak to the dead, but no one other than his eccentric new friend believes his ability is real. One day, Norman's eccentric uncle tells him of a ritual he must perform to protect the town from a curse cast by a witch centuries ago.",It's all fun and games until someone raises the dead.,107139399,2012-08-03,90,en
Tag,False,"['Comedy', 'Drama']",28000000,27.404,6.7,2108,"For one month every year, five highly competitive friends hit the ground running in a no-holds-barred game of tag they’ve been playing since the first grade. This year, the game coincides with the wedding of their only undefeated player, which should finally make him an easy target. But he knows they’re coming...and he’s ready.",Based on  a true story. We’re not kidding.,75100000,2018-05-30,100,en
Z-O-M-B-I-E-S 2,False,"['Music', 'Romance', 'TV Movie']",0,25.031,8.0,349,"Zed and Addison are back at Seabrook High, where, after a groundbreaking semester, they continue to steer both their school and community toward unity. But the arrival of a new group of outsiders – mysterious werewolves – threatens to shake up the newfound peace and causes a rift in Zed and Addison’s budding romance.",There's a new pack in town,0,2020-02-14,84,en
Portrait de la jeune fille en feu,False,"['Drama', 'Romance']",0,27.165,8.3,1326,"On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman.",Don't regret. Remember.,9923127,2019-06-17,120,fr
Big Momma's House 2,False,"['Comedy', 'Crime']",40000000,19.985,5.8,1164,"FBI agent Malcolm Turner goes back undercover as Big Momma, a slick-talking, slam-dunking Southern granny with attitude to spare! Now this granny must play nanny to three dysfunctional upper class kids in order to spy on their computer hacked dad.",The momma of all comedies is back.,138259062,2006-01-26,99,en
ഇരുൾ,False,"['Thriller', 'Mystery']",0,28.002,5.4,7,"A dark rainy night, an empty house, a stranded couple and an unknown man. A sleek game of the cat and the mouse starts playing on, as the three of them find a dead body in the basement.",,0,2021-04-02,91,ml
"Big Mommas: Like Father, Like Son",False,"['Crime', 'Comedy', 'Action']",32000000,19.735,5.6,896,"FBI agent Malcolm Turner and his 17-year-old son, Trent, go undercover at an all-girls performing arts school after Trent witnesses a murder. Posing as Big Momma and Charmaine, they must find the murderer before he finds them.",Momma's got back-up.,83615414,2011-02-16,107,en
Fighting with My Family,False,"['Comedy', 'Drama', 'History']",11000000,26.535,6.8,1068,"Born into a tight-knit wrestling family, Paige and her brother Zak are ecstatic when they get the once-in-a-lifetime opportunity to try out for the WWE. But when only Paige earns a spot in the competitive training program, she must leave her loved ones behind and face this new cutthroat world alone. Paige's journey pushes her to dig deep and ultimately prove to the world that what makes her different is the very thing that can make her a star.",A comedy about a family that fights a little differently.,39055536,2019-02-14,108,en
Synchronic,False,"['Science Fiction', 'Drama', 'Thriller']",0,24.292,6.6,175,"Two New Orleans paramedics' lives are ripped apart after encountering a series of horrific deaths linked to a designer drug with bizarre, otherworldly effects.",Time is an illusion,1019041,2020-10-23,101,en
Loving Pablo,False,"['Crime', 'Drama']",4667008,22.242,6.3,783,The film chronicles the rise and fall of the world's most feared drug lord Pablo Escobar and his volatile love affair with Colombia's most famous journalist Virginia Vallejo throughout a reign of terror that tore a country apart.,A gangster. A princess. The true story of a most unlikely love affair.,17535962,2017-10-12,123,es
Looney Tunes: Back in Action,False,"['Animation', 'Comedy', 'Family']",80000000,32.879,6.3,1040,"Fed up with all the attention going to Bugs Bunny, Daffy Duck quits Hollywood, teams up with recently-fired stuntman Damien Drake Jr. and embarks on a round-the-world adventure, along with Bugs and The VP of Warner Bros. Their mission? Find Damien's father, and the missing blue diamond... and stay one step ahead of The Acme Corp., who wants the diamond for their own purposes.",Real life has never been so animated.,68514844,2003-11-14,93,en
The Mechanic,False,"['Action', 'Thriller', 'Crime']",40000000,27.431,6.4,2299,"Arthur Bishop is a 'mechanic' - an elite assassin with a strict code and unique talent for cleanly eliminating targets. It's a job that requires professional perfection and total detachment, and Bishop is the best in the business. But when he is ordered to take out his mentor and close friend Harry, Bishop is anything but detached.",Someone has to fix the problems.,51070807,2011-01-13,93,en
The Ballad of Buster Scruggs,False,"['Comedy', 'Drama', 'Western', 'Music']",0,19.892,7.2,2801,"Vignettes weaving together the stories of six individuals in the old West at the end of the Civil War. Following the tales of a sharp-shooting songster, a wannabe bank robber, two weary traveling performers, a lone gold prospector, a woman traveling the West to an uncertain future, and a motley crew of strangers undertaking a carriage ride.",Stories live forever. People don't.,0,2018-11-09,132,en
Ben 10: Destroy All Aliens,False,"['Animation', 'Science Fiction', 'Family', 'Action']",0,25.025,6.2,35,"Based on the original animated series Ben 10.  Ben becomes targeted by an evil Mechamorph Warrior, named ""Retaliator,"" who mistakenly blames Ben for something he did not do and attempts to destroy all aliens.",,0,2012-03-11,66,en
1922,False,"['Drama', 'Horror', 'Crime', 'History']",0,21.431,5.9,1952,"A simple yet proud rancher conspires to murder his wife for financial gain, convincing his teenage son to participate.",,0,2017-10-20,102,en
The Last Exorcism,False,"['Horror', 'Drama', 'Thriller']",1800000,17.921,5.6,726,"After years of performing “exorcisms” and taking believers’ money, Reverend Marcus travels to rural Louisiana with a film crew so he can dispel what he believes is the myth of demonic possession. The dynamic reverend is certain that this will be another routine “exorcism” on a disturbed religious fanatic but instead comes upon the blood-soaked farm of the Sweetzer family and a true evil he would have never thought imaginable.",Believe In Him.,67738090,2010-08-27,87,en
