Movie_name,Adult,GenreList,Budget,Popularity,VoteAvg,VoteCount,Overview,Tagline,Revenue,ReleaseDate,Runtime,OriginalLanguage,ProductionCompany,ProductionCountry,SpokenLanguage 
Storm Watch,False,"['Science Fiction', 'Action']",0,5.517,4.1,9,"America's best player is being pulled in to the ultimate cyber-terror. The game's mastermind has stolen his identity, put him on the FBI's Most Wanted List, and is blackmailing him to take a part in a real twisted plan of world destruction. With just hours left, can the code be broken to save the world from total annihilation?",The Ultimate Survival Challenge.,0,2002-05-01,100,en,"[['CineTel Films', 'US']]",['US'],['en']
Hetty Feather: Live on Stage,False,[],0,1.276,0.0,0,"Jacqueline Wilson's best-selling novel comes to life on stage as Hetty, a feisty young orphan with an intrepid imagination, embarks on an adventure to find her true home. Infused with live music and daring aerial feats, this new musical is perfect for the whole family.",,0,2020-12-28,119,en,[],[],[]
Cops and Robbers,False,['Animation'],0,4.381,7.0,24,Animation and activism unite in this multimedia spoken-word response to police brutality and racial injustice.,,0,2020-12-28,7,en,[],['US'],['en']
Ihar Cheye Uhai Uttom,False,"['Drama', 'Family', 'TV Movie']",0,0.6,0.0,0,A Bangla family drama starring Mosharraf Karim and Nusrat Imrose Tisha in the leads.,,0,2020-12-28,44,bn,[],['BD'],['bn']
Yellow Rose,False,"['Drama', 'Music']",0,8.87,7.6,8,"Rose, a 17-year-old Filipino-American teenager from Texas, dreams of becoming a country music icon. She has to fend for herself when her mother is arrested by ICE, and must choose between following her dreams without her mother or leaving her passions behind.",,0,2020-10-09,94,en,"[['Home Away Productions', ''], ['Civilian Studios', '']]","['US', 'PH']","['en', 'tl']"
Drapet i Daytona,False,['Documentary'],0,0.776,0.0,0,,,0,2020-12-28,0,no,"[['TV 2', 'NO']]",['NO'],[]
"Rochefort, Marielle, Noiret - les copains d'abord",False,['Documentary'],0,0.652,8.0,1,,,0,2020-12-25,0,fr,"[['Roche Productions', 'FR'], ['France Télévisions', 'FR']]",['FR'],['fr']
Mi hanno sputato nel milkshake,False,[],0,1.381,8.3,3,,,0,2020-12-28,0,it,[],[],[]
Blind ermittelt: Zerstörte Träume,False,['Crime'],0,1.026,0.0,0,"Another case for Inspector Richie Haller, in which the deadly mixture of cocaine with a pinch of cyanide salt and a faker operation, which is used by drug couriers for distribution, plays a role.",,0,2020-12-28,90,de,"[['Mona Film Produktion', '']]","['AT', 'DE']",['de']
Vernon Jordan: Make it Plain,False,[],0,0.6,0.0,0,"From filmmaker Dawn Porter (who earlier this year directed ""John Lewis: Good Trouble""), the film explores the remarkable journey of Jordan from modest Southern origins to national renown as a pioneering attorney, businessman, civil rights leader, and as a fixture (could one also say a ""fixer?"") on the DC scene.  Jordan's story is told principally through a chronological narration of his life and accomplishment, most of it taken from recent (2019) interviews with and narration by Jordan himself. His early life in Atlanta is limned, where Jordan describes the treasured influence of his mother Mary and his early academic successes (including a law degree from Howard University). His activities in the civil rights movement in the 1960's and 1970's are highlighted, culminating in his ten-year tenure as director of the Urban League.",,0,2020-12-28,55,en,[],[],['en']
迷罪追凶,False,"['Action', 'Mystery']",0,0.803,0.0,0,,,0,2020-12-28,0,zh,[],['CN'],['zh']
Meteor Moon,False,"['Adventure', 'Science Fiction']",0,6.841,5.5,2,"When a meteor crashes into the moon and shifts its axis, Earth's gravity pulls the moon into the path of the planet. Now, a group of scientists must figure out how to stop the moon from hitting the earth before it's too late.",,0,2020-12-28,0,en,[],['US'],['en']
2020 : notre cinéma en quarantaine,False,['Documentary'],0,1.334,0.0,0,,,0,2020-12-14,43,fr,"[['Pamplemousse Média', 'CA']]",['CA'],['fr']
40 år med Stig-Helmer - en störd nörds börd,False,['Comedy'],0,0.6,0.0,0,,,0,2020-12-28,0,sv,"[['TV4', 'SE']]",[],[]
Basta Gagradweyt Tayo,False,"['Thriller', 'Drama', 'Romance', 'Comedy']",0,0.6,0.0,0,A coming-of-age psychological miniseries that follows the story of two highschool students and an impeding school requirement to submit for the both of them to graduate.,,0,2020-12-28,76,en,[],[],[]
Cops and Robbers,False,['Animation'],0,4.381,7.0,24,Animation and activism unite in this multimedia spoken-word response to police brutality and racial injustice.,,0,2020-12-28,7,en,[],['US'],['en']
Storm Watch,False,"['Science Fiction', 'Action']",0,5.517,4.1,9,"America's best player is being pulled in to the ultimate cyber-terror. The game's mastermind has stolen his identity, put him on the FBI's Most Wanted List, and is blackmailing him to take a part in a real twisted plan of world destruction. With just hours left, can the code be broken to save the world from total annihilation?",The Ultimate Survival Challenge.,0,2002-05-01,100,en,"[['CineTel Films', 'US']]",['US'],['en']
Ihar Cheye Uhai Uttom,False,"['Drama', 'Family', 'TV Movie']",0,0.6,0.0,0,A Bangla family drama starring Mosharraf Karim and Nusrat Imrose Tisha in the leads.,,0,2020-12-28,44,bn,[],['BD'],['bn']
Silent Night,False,"['Crime', 'Thriller', 'Drama']",0,6.182,6.5,4,"Mark, a low end South London hitman recently released from prison, tries to go straight for his daughter, but gets drawn back in by Alan, his former cellmate, to do one final job.",One. Last. Job.,0,2020-12-11,94,en,"[['Break Em Films', 'GB'], ['Dicentium Films', '']]",[],[]
Cause of Life: Calvin,False,['Documentary'],0,0.812,0.0,0,"When his son-in-law was killed in a tragic car crash, World War II veteran Calvin Haworth became a surrogate parent and an activist against drunk driving in Minnesota.",,0,2020-12-28,7,en,"[['Breakwater Studios', 'US']]",['US'],[]
Uninvited,False,['Animation'],0,1.4,8.0,1,"When met by a stranger, sometimes the unexpected make for an unlikely friend. Animated entirely in Quill, VR animator Nick Mansur captures suspense and heart within a minimalist world.",will an uninvited visitor make for an unlikely friend?,0,2020-12-28,1,en,"[['Oculus VR', '']]",['AU'],[]
Les Trésors de la Bibliothèque nationale de France,False,"['Documentary', 'TV Movie']",0,0.776,0.0,0,,,0,2020-12-28,0,fr,"[['Martange Production', 'FR'], ['Bibliothèque nationale de France', 'FR'], ['France Télévisions', 'FR']]",['FR'],['fr']
天才狙击,False,[],0,0.6,0.0,0,,,0,2020-12-28,0,zh,[],['CN'],['zh']
龙林逃生,False,"['Adventure', 'Science Fiction']",0,1.026,0.0,0,"Chen Yitian and others set in an passenger car to go to the virgin forest for adventure travel. On the way, the car broke down and encountered red fire ants, dinosaurs and tiger brother attacked by dinosaurs.",,0,2020-12-28,0,zh,[],['CN'],['zh']
Чумовой Новый Год!,False,"['Music', 'Comedy']",0,1.375,4.5,2,,,0,2020-12-28,93,ru,"[['Carbon Production', 'RU']]",['RU'],['ru']
The Blitz Days That Changed WWII,False,[],0,0.6,0.0,0,"The Blitz: Days that Changed WWII tells the story of one of the most pivotal six-month periods of the 20th century, beginning in August 1940 as Nazi Germany has conquered most of Western Europe. Britain now stands alone against Hitler’s Luftwaffe as it rains bombs on its cities, villages and ports. As they face daily bombardment and destruction along with threats of gas attacks and invasion, the people of Great Britain come together to make a heroic stand.",,0,2020-12-28,0,en,[],[],[]
Tout le monde ensemble,False,[],0,0.6,0.0,0,,,0,2020-12-28,0,fr,[],[],['fr']
The Missing Gods,False,[],0,0.6,0.0,0,"A strange anomaly occurred 11,000 years ago. Groups of gods and sages appeared around the world precisely where humans suddenly discovered civilization.  Indigenous people describe these gifted people as human-like but not quite human: Followers of Horus, People of the Serpent, Sapti Rshi, Shining Ones, Offiusa, Lookers, Watchers, Hayhuaipanti, Urukehu, and Anu-naga, to name a few.  Who were these gods? Were they all connected? And have we been so obsessed with Atlantis and Lemuria that we’ve ignored other locations where this parallel civilization once dwelt? Islands such as Lapukije, Te Petaka, Ta Neterw, iw titi, and an academy called the Birthplace of the Gods? Join best-selling author Freddy Silva on a history-changing journey to the oldest navels of the Earth, including Gobekli Tepe, the Nile Valley, Yucatan, Lake Titicaca, Easter Island, and New Zealand.",,0,2020-12-28,0,en,[],[],[]
Burla al marito,False,"['Comedy', 'Mystery']",0,0.6,0.0,0,,,0,1897-01-01,0,it,"[['CSC Production - Centro Sperimentale di Cinematografia', '']]",['IT'],[]
Fregoli in palcoscenico ovvero Fregoli barbiere maldestro,False,"['Comedy', 'Mystery']",0,0.6,0.0,0,,,0,1897-01-01,0,it,"[['CSC Production - Centro Sperimentale di Cinematografia', '']]",['IT'],[]
Fregoli retroscena ovvero Fregoli donna,False,"['Comedy', 'Mystery']",0,0.6,0.0,0,,,0,1897-01-01,0,it,"[['CSC Production - Centro Sperimentale di Cinematografia', '']]",['IT'],[]
Fregoli al restaurant,False,"['Comedy', 'Mystery']",0,0.6,1.0,1,,,0,1898-01-01,0,it,"[['CSC Production - Centro Sperimentale di Cinematografia', '']]",['IT'],[]
Billy Connolly: It’s Been a Pleasure...,False,"['Documentary', 'Comedy']",0,3.924,6.5,2,"As all-time comedy-great Sir Billy Connolly steps back from his legendary stand-up shows, this star-studded special celebrates Billy’s uproarious time on-stage and laughs along with his greatest stand-up moments.  Filmed at his home in the Florida Keys, Billy looks back fondly at five hilarious decades on stage. There are exclusive chats with some of Billy's biggest famous fans including Sir Paul McCartney, Sir Elton John, Dustin Hoffman, Whoopi Goldberg, Russell Brand, Sir Lenny Henry, Aisling Bea, Armando Iannucci and Sheridan Smith - alongside the insider insights of his wife and soulmate, Pamela Stephenson.  Billy Connolly: It’s Been A Pleasure… is a definitive celebration of a comedy colossus. An uplifting, emotional and hysterically funny 75 minutes in the company of the Big Yin at his entertaining best.  It will make you laugh. It may even make you cry. A festive treat and a fitting send-off for a stand-up like no other.",,0,2020-12-28,75,en,"[['ITV', 'GB']]",[],[]
A Very Country Christmas Homecoming,False,"['TV Movie', 'Romance']",0,7.853,6.0,3,"The third movie in the A Very Country franchise. Zane and Jeannette return from their magical honeymoon to plan the perfect first Christmas as a family, but the arrival of Jeannette’s former father-in-law throws a wrench into all of their holiday planning.",,0,2020-11-01,80,en,"[['HQ 18 A Very Country Honeymoon', '']]","['CA', 'US']",['en']
Death to 2020,False,['Comedy'],0,11.482,6.7,410,"2020: A year so [insert adjective of choice here], even the creators of Black Mirror couldn't make it up… but that doesn't mean they don't have a little something to add. This comedy event that tells the story of the dreadful year that was — and perhaps still is? The documentary-style special weaves together some of the world's most (fictitious) renowned voices with real-life archival footage.","""What a shit show!""",0,2020-12-27,71,en,"[['House of Tomorrow', 'GB'], ['Broke and Bones', '']]",['GB'],['en']
Hetty Feather: Live on Stage,False,[],0,1.276,0.0,0,"Jacqueline Wilson's best-selling novel comes to life on stage as Hetty, a feisty young orphan with an intrepid imagination, embarks on an adventure to find her true home. Infused with live music and daring aerial feats, this new musical is perfect for the whole family.",,0,2020-12-28,119,en,[],[],[]
Magda,False,['Horror'],0,0.6,0.0,0,A group of 5 young adults venture into the forest. Something lurks deep into the forest to be discovered; the statue of little Magda and the only thing it wants from you is to play a game. Will you?,,0,2020-12-28,11,el,[],['GR'],['el']
Seized,False,"['Action', 'Thriller']",0,9.831,6.8,98,"Hiding out with his son Taylor on the Mexican coast, Nero hopes to put his violent Special Forces career behind him. But after Nero’s home is attacked and Taylor is abducted, the mysterious Mzamo orders Nero to slaughter the members of three rival crime syndicates. If he fails, Taylor will die. Now, with bullets flying and bodies dropping as Nero completes his mission, he races to find Mzamo’s hideout and seek revenge.",They kidnapped his son. Big mistake.,0,2020-10-12,85,en,"[['Premiere Entertainment Group', 'US'], ['Arramis Films', ''], ['BondIt Media Capital', 'US']]",['US'],['en']
Cybathlon 2020,False,['Documentary'],0,0.6,8.0,1,,,0,2020-12-27,0,fr,"[['RTS', 'CH']]",['CH'],"['de', 'fr']"
We Love Only Fools and Horses,False,"['Comedy', 'Documentary']",0,1.956,0.0,0,Tribute celebrating the iconic sitcom featuring classic archive material. We meet the insiders to find out exactly why this sitcom is one of the most successful TV shows ever.,,0,2020-12-27,66,en,"[['Channel 5', 'GB']]",['GB'],['en']
The Black Dog Runs at Night,False,['Horror'],3,1.215,10.0,1,The final dream of a man who dies in his sleep. A series of decontextualized images representing places and memories from throughout his life.,,0,2020-12-27,6,en,[],[],['en']
Kentucky Murder Mystery: The Trials of Anthony Gray,False,['Documentary'],0,2.348,0.0,0,"Who killed James and Vivian Gray? Scott County KY prosecutors say the Grays' only son Anthony did; he would inherit their riches. And when presented with a pile of physical evidence - he confessed on camera. The problem? The evidence they presented was forged by police. The confession was thrown out by the state Supreme Court. Now, while Anthony sits in prison, determined prosecutors and dogged public defenders must settle a Kentucky murder mystery the story of a broken family, a mysterious gun-running ring that went through the very living room where the murders took place; a mysterious daughter who discovered the bodies and, in real time, a final verdict on Anthony Gray guilty or not guilty? Watch as it happens.",,0,2020-12-27,85,en,[],[],[]
Throat Notes,False,['Animation'],0,1.714,9.5,2,"A little story about the backyard critters you might see in Tasmania, and the things they might be doing.",,0,2020-12-27,8,en,[],['AU'],['en']
La Venganza será Terrible - El Reencuentro,False,[],0,1.06,0.0,0,,,0,2020-12-27,0,es,[],[],[]
Interrupted.,False,['Drama'],0,0.782,0.0,0,A short film about being interrupted.,,0,2020-12-27,3,en,[],[],[]
Илья Соболев: Семья — боль,False,['Comedy'],0,0.774,0.0,0,"Ilya Sobolev's stand-up concert. Revelations about parents, family and children. Family is pain, in short.",,0,2020-12-27,46,ru,[],['RU'],['ru']
Recluse,False,"['Horror', 'Mystery']",0,1.4,0.0,0,"After finding a video camera, a young man recites the events that lead him to be trapped in a room with a ferocious demon waiting just outside the door. But can his story be trusted?",,0,2020-12-27,8,en,"[['Scream1210 Productions', '']]",['US'],['en']
Louis van Beethoven,False,"['Drama', 'History']",0,4.554,6.5,24,"1779. Eight-year-old Ludwig van Beethoven, called ""Louis"", is already known as a musical prodigy. He learns to go his own way - much to the dismay of the people around him. Some years later, he meets Mozart during times of political upheaval. The unconventional genius and French Revolution are sparking a fire in Louis' heart; he doesn't want to serve a master - only the arts. Facing times of family tragedies and unrequited love, he almost gives up. However, Louis makes it to Vienna to study under Haydn in 1792, and the rest is history. Who was this man, whose music has since touched countless hearts and minds? At the end of his life, the master is isolated by loss of loved ones and hearing. Surely though, he was way ahead of his times.",,0,2020-10-27,120,de,"[['Film Movement', ''], ['ORF', 'AT'], ['Eikon Media GmbH', ''], ['Maya Production', 'CZ'], ['ARD', 'DE']]","['DE', 'AT', 'CZ']",['de']
Là dove la notte,False,['Animation'],0,1.338,0.0,0,,,0,2020-12-27,0,it,"[['Mad Entertainment', 'IT'], ['Sky Arte', 'IT'], ['Ministero dei Beni e delle Attivita Culturali e del Turismo', 'IT']]",['IT'],['it']
Jul på KuToppen,False,['Animation'],0,1.287,0.0,0,"Klara the Calf is excited to spend her first Christmas on Cattle Hill with her Father, but when they arrive at the farm Klara is disappointed to see he has not attempted to decorate for the holidays. When her father is unexpectedly called away for work, Klara sees it as an opportunity to make Cattle Hill a Christmas paradise with the help of the cheeky christmas elf who lives on the farm, but as Klara finds out it is about being together at Christmas which is the most important.",,0,2020-11-06,62,no,"[['Qvisten Animation', 'NO']]",['NO'],['no']
ПРОТЕСТ.BY,False,['Documentary'],0,0.6,0.0,0,"A documentary about how Belarus has changed since August 9, 2020. These are the stories of a little man - our main, most important hero.",,0,2020-12-27,57,ru,[],['BY'],['ru']
La mucca nel cielo,False,['Animation'],0,1.4,0.0,0,,,0,2020-12-27,0,it,"[['Mad Entertainment', 'IT']]",['IT'],['it']
夺命巨鳄,False,[],0,0.6,0.0,0,"The Purple Lagoon, the newest internet sensation on the resort island, has attracted many tourists, but the Purple Lagoon has swallowed several of them. When the only daughter of the richest man in a Southeast Asian country goes missing for no apparent reason, war correspondent Bai Yu investigates and biologists and ""crocodile hunters"" confirm that the richest man's daughter has died in the mouth of a crocodile. The richest man vows to hunt the crocodile at all costs to avenge his daughter's death.",,0,2020-12-27,71,zh,[],['CN'],['zh']
禁武令之九幽烛龙,False,[],0,2.689,0.0,0,,,0,2020-12-27,70,zh,[],['CN'],['zh']
Beyond Live - NCT: Resonance 'Global Wave',False,['Music'],0,1.336,10.0,1,NCT: RESONANCE 'Global Wave' reunites all NCT members for a one-of-a-kind virtual show hosted by Vlive.,,0,2020-12-27,135,en,"[['SM Entertainment', 'KR']]",[],[]
Cybathlon 2020,False,['Documentary'],0,0.6,8.0,1,,,0,2020-12-27,0,fr,"[['RTS', 'CH']]",['CH'],"['de', 'fr']"
ПРОТЕСТ.BY,False,['Documentary'],0,0.6,0.0,0,"A documentary about how Belarus has changed since August 9, 2020. These are the stories of a little man - our main, most important hero.",,0,2020-12-27,57,ru,[],['BY'],['ru']
Ohnsorg Theater - Singles à la carte,False,['Comedy'],0,1.027,0.0,0,,,0,2020-12-27,0,de,"[['NDR', 'DE']]",[],[]
Yo quería ser Tyrone Power,False,"['Documentary', 'TV Movie']",0,1.4,0.0,0,"An account of the life and work, in his own words, of José Sacristán, one of the best Spanish actors of all time.",,0,2020-12-27,60,es,"[['TVE', 'ES']]",['ES'],['es']
La mucca nel cielo,False,['Animation'],0,1.4,0.0,0,,,0,2020-12-27,0,it,"[['Mad Entertainment', 'IT']]",['IT'],['it']
Pompei ultima scoperta,False,"['Documentary', 'History']",0,0.81,0.0,0,,,0,2020-12-27,0,it,"[['RAI', 'IT']]",[],['it']
L'ombra del lupo,False,[],0,2.069,3.4,4,,,0,2020-12-27,0,it,[],[],[]
Never Gone,False,[],0,1.31,0.0,0,Shane comes home to more than his empty apartment.,,0,2020-12-27,6,en,[],[],['en']
Pierre et Lescure,False,['Documentary'],0,0.6,8.0,1,"Journalist, columnist, creator of the show Children of Rock, boss of Universal Studios, founder and president of Canal +, president of the Cannes film festival … Pierre Lescure has multiplied helmets throughout its existence. It is on this rich life that the latter agreed to return to the documentary Pierre & Lescure directed by his former colleague, Maxime Switek",The portrait of a TV and cinema man,0,2020-12-27,58,fr,"[['Troisième Œil Productions', 'FR'], ['France Télévisions', 'FR'], ['CNC', 'FR']]",['FR'],['fr']
The Session,False,['Documentary'],0,0.81,0.0,0,"In some of Cleveland, Ohio’s most dangerous neighborhoods, a unique subculture uses the powerful expression of Krump dance to combat trauma. Aaron, Paul and Conrad, along with their fellow Krumpers find mental, and emotional support via public and private dance convenings called ""The Sessions.""",A Krump Documentary,0,2020-12-27,19,en,[],[],[]
Sång till Bergslagen,False,['Documentary'],0,0.6,0.0,0,"A cinematic tribute to an area in the Swedish inland traditionally known as a mining district, but where shut-downs of mining and metallurgic industries since the post-war years has caused vast de-population. As with Hedenius other works Sång till Bergslagen is ultimately a film about the relationship between Man and Nature.",,0,2020-12-27,111,sv,[],[],['sv']
Code Geel,False,['Documentary'],0,0.804,8.0,1,"With Tom Dumoulin and Primož Roglič, Team Jumbo-Visma has one big goal in the summer of 2020: to win the Tour de France. For three weeks, the ""yellow and black train"" can be seen in front of the peloton. Everything seems to be under control. In the last week, Roglič has the leader's jersey firmly around his shoulders and apparently nothing can stand in the way of a victory march on the Champs-Élysées.",,0,2020-12-27,73,nl,"[['Nederlandse Omroepstichting (NOS)', 'NL']]",['NL'],"['nl', 'en', 'sl']"
Promenade musicale à Versailles,False,['Music'],0,1.262,0.0,0,,,0,2020-12-20,0,fr,"[['Camera Lucida Productions', 'FR'], ['Opera Royal', ''], ['CHATEAU DE VERSAILLES', ''], ['ARTE', 'FR']]",[],['fr']
Kimaradt körök,False,"['Drama', 'Family']",0,0.6,0.0,0,,,0,2020-02-08,0,hu,"[['Színház- és Filmmüvészeti Egyetem', '']]",['HU'],['hu']
Salvo,False,"['Drama', 'Thriller']",0,2.289,5.9,23,"Salvo, a ruthless Sicilian Mafia hit man, changes his priorities after being involved in a bloody ambush.",,0,2013-06-27,110,it,"[['Cristaldi Pictures', 'IT'], ['Acaba Produzioni', 'IT'], ['MACT Productions', 'FR'], ['ARTE France Cinéma', 'FR'], ['ARTE', 'FR'], ['Cité Films', 'FR']]","['FR', 'IT']",['it']
Another Friendzone,False,"['Documentary', 'Comedy', 'Thriller']",0,0.632,9.0,1,"A travel documentary of 8 friends who were on vacation in Yogyakarta, Indonesia during the pandemic.","Friend is the biggest enemy, ever!",0,2020-12-26,46,id,"[['SFL Pictures', ''], ['NEON BLASTER2 PRODUCTION', '']]",['ID'],"['id', 'jv']"
மியா,False,"['Horror', 'Thriller']",0,0.772,0.0,0,An aborted child's ghost takes revenge!,,0,2020-12-26,113,ta,[],['IN'],['ta']
Rewind Hispano 2020,False,['Comedy'],0,0.871,8.5,3,"Rewind compilation of the most important of 2020 with the presence of the most popular youtubers in the Hispanic community, games, memes.",,0,2020-12-26,17,es,"[['DHC Films', '']]",['ES'],['es']
Toilet Tax,False,[],0,0.772,0.0,0,"A short film about faucets, fans, and toilets.",,0,2020-12-26,3,en,[],[],[]
XConfessions 25,True,['Drama'],0,1.438,0.0,0,"XConfessions volume 25 is here with six new XConfessions short films! As always, each and every adult movie is made from one of your anonymous sexy confessions. This time, it seems that you've been craving latex, make-up sex, role play, period drama and more...  Included: RUBBER FEEL, HAZME LAS UNAS, DO YOU REMEMBER?, MONOGAMISH, BLIND(ED) DATE, LET ME SIT ON THY FACE",,0,2020-12-26,118,en,"[['Erika Lust Films', '']]",['ES'],['en']
The Magic School Bus Rides Again in the Zone,False,['Animation'],0,4.876,0.0,0,"Ms. Frizzle's class sees every show on a pop star's New Year's Eve tour, learning about time zones as they attend all her concerts on the same night.",,0,2020-12-26,46,en,[],"['CA', 'US']",['en']
Super Concert in Gwangju,False,[],0,1.022,0.0,0,,,0,2020-12-26,0,es,[],[],[]
We Demand Tomorrow,False,['Documentary'],0,0.772,0.0,0,"We Demand Tomorrow is a Marxist documentary looking at the material basis of communism in context of the extinction crises today faced by our species. The film explores the Marxist view of historical development and the historically limited nature of capitalist society both theoretically and concretely through a critique of the economic and environmental crises faced by our species. It then goes on to demonstrate that Marxist communism is a material necessity for our species' survival, presenting the solutions to extinction in outline.",,0,2020-12-26,94,en,[],[],['en']
O liečivej vode,False,"['Romance', 'Adventure', 'Family']",0,2.241,7.0,1,,,0,2020-12-24,0,sk,"[['RTVS', 'SK'], ['Česká televize', 'CZ'], ['Trigon Production', 'SK'], ['Filmpark Production', 'SK']]","['CZ', 'SK']",['sk']
Club Quarantine,False,['Documentary'],0,0.6,0.0,0,"On the first day of the Covid-19 lockdown 4 friends hung out on a video chat. That chat somehow turned into a Nightly-Online-Queer-Dance-Party with over 60,000 followers from all corners of the world.",,0,2020-12-26,12,en,[],[],[]
Colors,False,['Thriller'],0,1.53,0.0,0,"A trippy, experimental film from Orson Codd.",,0,2020-12-26,2,en,"[['Oddcoddbro Productions', '']]",[],[]
Devouring shadows,False,['Documentary'],0,1.272,0.0,0,"Anke Ames' attitude towards life is loving: people, music, ideas. That was the way, the violist, author and drawing artist found her center. Her last hospital residence was a couple of years ago. The doctors call it a bipolar disorder. Anke herself describes her mission as ""shade guzzling.""",,0,2020-12-26,20,en,[],['DE'],['de']
Morning,False,['Drama'],544242,0.6,0.0,0,"When the unimaginable happens, 12-year-old Ruby’s world collapses and she is left on her own. Through her encounters, and through the power of her imagination and memory, Ruby begins to navigate her way beyond the confines of her small house and experience the cosmic possibilities of life.",,0,2020-12-26,78,en,[],['GB'],['en']
The Showdown,False,[],0,0.772,0.0,0,True Geordie and Laurence McKenna’s first short film ‘The Showdown’ featuring Rory Jennings & Adam McKola from The Kick Off. This film celebrates the new partnership between True Geordie & PokerStars which is bringing fans more poker live streams on Twitch and a brand new live show ‘The Showdown’ where True Geordie takes on other friends and players at Poker.,,0,2020-12-26,8,en,[],[],[]
Tôn-Thât Tiêt… et coule la rivière…,False,['Documentary'],0,0.6,0.0,0,"An intimate portrait of the man, the composer, and his connection to the two rivers of his life: the Sông Hương (Perfume River) in his home city of Huế, and the Marne River near Paris, where he has been living for nearly four decades.",,0,2020-12-26,30,en,[],['FR'],['fr']
The Last Earth Girl,False,"['Science Fiction', 'Drama']",468000,6.662,6.3,3,"Who Will You Be When the World Ends? - When it is announced that the world will end in 7 years, a young woman must decide what is truly important to her in life and what she is willing to sacrifice to reach her goals.",Who Will You Be When the World Ends?,0,2020-12-26,97,en,"[['Cellardoor Cinema', '']]",['US'],['en']
ריימונד אל בידאוויה,False,"['Documentary', 'TV Movie']",0,0.6,0.0,0,"Raymonde - diva, queen, enigma, inspiration, survivor, widow, woman, and mother. Armed with a camera, Yael Abecassis followed her mother and stepped into a world where she had always been a stranger. ""You know, daughter, Morocco is a kind of therapy,"" Raymonde says, and for the first time, they embark on a journey together: from a childhood in the mellah of Casablanca to the dunes of Ashdod and back to Morocco, where the mother became the legendary Raymonde El Bidaoia - a world-famous Moroccan singer. As they journey, Yael discovers a woman who articulates her weaknesses and the complexities of her choices with keen self-awareness, even when mother and daughter are transposed, twined together by guilt, admiration, pain, and above all else - limitless love and music.",,0,2020-12-20,0,he,[],['IL'],['he']
May’n Concept LIVE 2020「15Colors」,False,[],0,0.6,0.0,0,,,0,2020-12-26,0,ja,[],['JP'],[]
Limerence Sucks You Dry,False,[],0,0.803,0.0,0,A short reflection on a toxic relationship using Super 8 film.,,0,2020-12-26,3,en,[],['US'],[]
Bârâ,False,[],0,1.304,0.0,0,An interpretation of the artist's creative journey.,,0,2020-12-26,3,en,[],['US'],[]
All-American Hands,False,[],0,0.772,0.0,0,A defiant woman traverses through a variety of landscapes as her fate is being told by an elusive pair of hands.,,0,2020-12-26,17,en,[],['US'],[]
A Delirious Eye,False,[],0,1.022,0.0,0,"A young woman struggles to keep a hold on reality, as her sanity begins to fragment.",,0,2020-12-26,10,en,[],['GB'],[]
Les comiques préférés des Français,False,['Comedy'],0,0.6,0.0,0,,,0,2020-12-26,0,fr,[],[],[]
Zostan Na Herbate,False,['Drama'],0,0.772,0.0,0,"An elderly Polish-American man, in the final stage of his life, experiences a reversion to the past. As his memories evaporate, he contends with being haunted by what he believes are ghosts. Haunted by the spectre of his ethnic identity, he receives a message from a special visitor.",,0,2020-12-26,22,pl,[],['US'],['pl']
Viento de Primavera,False,[],0,0.774,0.0,0,"Clara reminisces on the past which is brought back with the breeze of spring. However, her memories unleash a storm that could drown her in the past forever.",,0,2020-12-26,4,xx,[],['MX'],[]
Shimmer,False,[],0,0.809,0.0,0,A young woman searches for light in a series of dreams.,,0,2020-12-26,4,en,[],['US'],[]
"Toccata: Day 1,599",False,[],0,1.053,0.0,0,"Years into lockdown, a woman searches for a way to return to her family. ""Toccata,"" literally ""touched,"" is a baroque musical form meant to demonstrate the performer's technique. Shot and edited in two days in Upstate New York under COVID-19 self-isolation conditions. Starring, written, directed, camera and edit by Marit Liang.",,0,2020-12-26,3,en,[],['US'],[]
Sahane Hayaller,False,[],0,1.022,0.0,0,,,0,2020-12-26,0,tr,[],[],[]
The Baby Stealer,False,"['Drama', 'Documentary']",0,6.937,0.0,0,"After a traumatizing robbery, Rachel and her husband Peter decide to move away from the city to start their family. Rachel finds it difficult to get to know her new neighbors, with the exception of Sandy. The two women hit it off instantly, and when Rachel is put on bed rest for the remainder of her pregnancy, Sandy is more than willing to help. However, things start to take a dark turn when Rachel notices Sandy’s suspicious behavior. Rachel then sees Sandy with a baby no one even knew she had. As Sandy’s odd behavior begins to spiral out of control, Rachel begins to fear her unborn child may be what Sandy truly desires. Sara Mitich, Kristian Bruun, Brigitte Kingsley star.",,0,2020-12-26,120,en,"[['LMN Productions', '']]",['US'],[]
שדרות כיסופים,False,['Drama'],0,0.772,0.0,0,"A casual encounter on Tinder between Michal – a film student, and Alex – a local guy from Sderot, takes an unexpected turn, while the two embark on a poetic journey between Sderot and Paris.",,0,2020-12-26,18,he,[],['FR'],['he']
If You Are Sitting on a Swing,False,['Drama'],0,0.6,0.0,0,This film is about a relationship of a man with two women. The women – his girlfriend and his grandmother - are the ones in charge.,,0,2020-12-26,22,ru,[],['RU'],['ru']
